ApartmentId,EntityType,FinalPrice,Status,Date,CreatedAt
443,recurring,75,FINISHED,2024-03-21,2024-02-25 02:00:15.211+00
283,recurring,0,FINISHED,2024-01-31,2024-01-07 20:58:04.2+00
443,recurring,75,FINISHED,2024-01-11,2024-01-07 17:58:40.036+00
466,recurring,195,FINISHED,2024-02-29,2024-02-08 21:13:28.709+00
9035,recurring,201,FINISHED,2026-01-15,2025-11-16 02:00:45.984+00
21,recurring,239.25,COMPLETED,2023-07-17,2023-07-06 21:00:00.024+00
316,recurring,319,FINISHED,2024-04-25,2024-03-31 02:00:18.193+00
8240,ad-hoc,28,COMPLETED,2026-03-23,2026-03-22 13:31:58.611+00
399,recurring,496,FINISHED,2024-05-28,2024-05-05 02:00:11.937+00
9506,recurring,118,COMPLETED,2026-02-25,2026-02-23 01:13:01.111+00
16,recurring,54,FINISHED,2026-03-09,2026-03-08 12:33:41.58+00
328,recurring,120,FINISHED,2024-05-29,2024-05-05 02:00:11.725+00
71,recurring,401,FINISHED,2024-01-30,2024-01-11 17:30:26.914+00
607,recurring,32,FINISHED,2024-03-18,2024-03-13 17:06:00.235+00
283,recurring,0,FINISHED,2024-03-06,2024-02-23 17:36:44.316+00
388,recurring,156,FINISHED,2024-04-03,2024-04-01 09:29:43.611+00
328,recurring,415,FINISHED,2024-06-17,2024-06-15 15:40:38.935+00
341,recurring,69,FINISHED,2024-06-19,2024-06-04 22:33:46.49+00
187,recurring,325,FINISHED,2023-08-30,2023-08-15 12:16:27.449+00
167,ad-hoc,117,FINISHED,2023-09-04,2023-09-02 18:05:00.212+00
610,recurring,489,FINISHED,2024-03-04,2024-03-01 02:00:05.804+00
190,recurring,36,FINISHED,2024-02-14,2024-01-21 02:00:04.478+00
8531,ad-hoc,84,COMPLETED,2026-03-24,2026-03-22 13:45:48.203+00
9368,recurring,108,COMPLETED,2026-01-15,2026-01-07 18:03:55.114+00
133,recurring,214,FINISHED,2024-02-13,2024-01-21 02:00:04.14+00
66,recurring,85,FINISHED,2024-02-15,2024-01-21 02:00:03.528+00
190,recurring,319,FINISHED,2024-02-14,2024-01-21 02:00:04.482+00
130,recurring,127,FINISHED,2024-02-14,2024-01-21 02:00:03.998+00
492,recurring,69,FINISHED,2024-02-13,2024-02-08 21:15:24.021+00
66,recurring,85,FINISHED,2024-02-11,2024-01-21 02:00:03.516+00
143,recurring,319,FINISHED,2024-02-11,2024-01-21 02:00:04.516+00
25,ad-hoc,156,FINISHED,2023-09-05,2023-08-30 18:19:59.405+00
9922,ad-hoc,0,FINISHED,2026-02-23,2026-02-23 01:28:54.107+00
260,recurring,245,COMPLETED,2024-02-11,2024-01-21 02:00:04.61+00
172,recurring,134,FINISHED,2023-09-04,2023-08-30 15:35:08.297+00
143,recurring,41,FINISHED,2024-02-11,2024-01-21 02:00:04.511+00
21,recurring,36,FINISHED,2023-08-30,2023-08-28 19:13:16.641+00
1278,recurring,412,FINISHED,2026-03-18,2026-03-17 07:46:16.16+00
9320,recurring,171,COMPLETED,2026-01-15,2026-01-05 23:26:14.406+00
335,recurring,351,FINISHED,2024-02-14,2024-01-21 02:00:06.083+00
11259,ad-hoc,35,COMPLETED,2026-03-23,2026-03-22 13:49:15.268+00
283,recurring,546.875,FINISHED,2024-02-14,2024-01-21 02:00:04.964+00
284,recurring,146,FINISHED,2024-02-22,2024-02-17 19:01:04.655+00
347,recurring,92,FINISHED,2024-02-13,2024-01-21 02:00:05.966+00
388,recurring,544,FINISHED,2024-02-14,2024-01-21 02:00:06.356+00
283,recurring,0,FINISHED,2024-02-14,2024-01-21 02:00:04.96+00
248,recurring,59,FINISHED,2024-02-11,2024-01-21 02:00:04.688+00
334,recurring,143,FINISHED,2024-02-15,2024-01-21 02:00:05.77+00
2647,ad-hoc,36,FINISHED,2026-03-24,2026-03-24 14:29:46.939+00
336,recurring,75,FINISHED,2024-02-16,2024-01-21 02:00:05.859+00
280,recurring,300,FINISHED,2024-02-12,2024-01-21 02:00:04.745+00
284,recurring,496,FINISHED,2024-02-12,2024-01-21 02:00:04.786+00
361,recurring,380,FINISHED,2024-02-12,2024-01-21 02:00:06.265+00
343,recurring,18,COMPLETED,2024-02-12,2024-01-21 02:00:06.06+00
445,recurring,148,FINISHED,2023-12-13,2023-12-08 22:55:03.157+00
84,recurring,368,FINISHED,2023-08-31,2023-08-30 15:05:45.779+00
88,recurring,45,FINISHED,2024-01-02,2024-01-01 16:57:50.278+00
1408,recurring,44,FINISHED,2026-01-27,2026-01-26 18:26:25.571+00
451,recurring,148,FINISHED,2024-02-15,2024-01-21 02:00:11.647+00
478,recurring,51,FINISHED,2024-02-15,2024-01-21 02:00:15.914+00
25,ad-hoc,286,FINISHED,2024-02-08,2024-02-03 17:07:28.053+00
396,recurring,654,FINISHED,2024-02-11,2024-01-21 02:00:06.443+00
396,recurring,0,FINISHED,2024-02-11,2024-01-21 02:00:06.454+00
388,recurring,68,FINISHED,2024-02-11,2024-01-21 02:00:06.358+00
1273,recurring,48,FINISHED,2024-07-12,2024-06-19 19:04:57.197+00
486,recurring,92,FINISHED,2024-03-20,2024-03-13 17:19:07.941+00
1170,recurring,531,FINISHED,2026-01-27,2026-01-26 18:27:04.874+00
15,recurring,64.5,COMPLETED,2024-02-13,2024-01-21 02:00:20.755+00
8,recurring,144.66,FINISHED,2024-02-11,2024-01-21 02:00:20.776+00
492,recurring,0,FINISHED,2026-03-18,2026-03-17 14:35:18.649+00
9174,ad-hoc,46,COMPLETED,2026-03-02,2026-03-02 01:08:01.738+00
1656,recurring,104,COMPLETED,2026-03-24,2026-01-25 02:00:19.902+00
492,recurring,69,FINISHED,2024-03-20,2024-03-20 16:53:21.115+00
5,recurring,319,FINISHED,2024-02-13,2024-01-21 02:00:20.766+00
438,recurring,90,FINISHED,2024-01-22,2024-01-07 19:51:17.775+00
81,recurring,284,FINISHED,2024-02-04,2024-02-03 17:08:28.702+00
8,recurring,129,FINISHED,2024-02-11,2024-01-21 02:00:20.778+00
521,recurring,319,FINISHED,2024-02-11,2024-01-21 02:00:20.787+00
335,ad-hoc,399,FINISHED,2026-01-14,2026-01-13 07:28:39.245+00
1111,recurring,28,COMPLETED,2026-03-10,2026-03-08 13:07:53.721+00
11,ad-hoc,160,FINISHED,2024-01-02,2024-01-01 17:20:14.786+00
350,recurring,90,FINISHED,2023-12-20,2023-12-20 14:27:08.326+00
8269,recurring,113,COMPLETED,2026-03-06,2026-02-04 19:43:52.561+00
396,recurring,148,FINISHED,2024-02-22,2024-02-17 19:03:57.661+00
7518,recurring,105,FINISHED,2026-02-11,2026-02-11 10:38:07.342+00
8269,recurring,113,COMPLETED,2026-02-06,2026-02-04 19:43:52.523+00
327,ad-hoc,45,FINISHED,2024-03-31,2024-03-31 10:45:07.626+00
471,recurring,92,FINISHED,2024-03-20,2024-03-14 20:55:18.676+00
396,recurring,654,FINISHED,2024-02-18,2024-02-17 19:03:40.592+00
191,recurring,41,COMPLETED,2024-02-18,2024-02-17 19:03:34.906+00
71,recurring,366,FINISHED,2024-02-20,2024-02-17 19:03:14.497+00
324,recurring,617,COMPLETED,2024-02-04,2024-02-03 17:10:51.677+00
396,recurring,211,FINISHED,2024-02-22,2024-02-17 19:03:55.08+00
340,recurring,245,FINISHED,2024-02-22,2024-02-17 19:04:00.557+00
388,recurring,156,FINISHED,2024-02-18,2024-02-17 19:03:31.338+00
396,recurring,0,FINISHED,2024-02-18,2024-02-17 19:03:36.843+00
239,recurring,492,FINISHED,2024-02-19,2024-02-17 19:03:25.563+00
191,recurring,41,COMPLETED,2024-02-04,2024-02-03 17:16:12.767+00
10179,ad-hoc,28,FINISHED,2026-03-02,2026-03-02 13:31:40.919+00
501,ad-hoc,219,FINISHED,2026-03-12,2026-03-12 06:07:50.628+00
10059,recurring,31,FINISHED,2026-03-03,2026-02-23 01:59:18.645+00
68,recurring,319,FINISHED,2024-05-16,2024-04-21 02:00:08.11+00
396,recurring,148,FINISHED,2024-05-30,2024-05-05 02:00:13.041+00
690,recurring,406.75,FINISHED,2024-05-16,2024-04-21 02:00:08.075+00
71,recurring,401,FINISHED,2024-05-17,2024-04-21 02:00:04.351+00
634,recurring,29,FINISHED,2024-05-13,2024-04-21 02:00:04.711+00
66,recurring,85,FINISHED,2024-05-16,2024-04-21 02:00:07.593+00
88,recurring,421,FINISHED,2024-03-05,2024-02-23 17:45:46.049+00
498,recurring,372,COMPLETED,2024-02-18,2024-02-17 19:04:16.64+00
388,recurring,68,FINISHED,2024-02-04,2024-02-03 17:16:15.919+00
248,recurring,185,FINISHED,2024-03-24,2024-03-23 17:12:43.535+00
724,recurring,69,COMPLETED,2024-04-12,2024-03-19 15:15:16.466+00
303,recurring,489,FINISHED,2024-03-01,2024-03-01 09:49:31.636+00
7527,recurring,10,FINISHED,2026-02-11,2026-02-11 10:38:48.006+00
246,recurring,177.69,FINISHED,2024-02-18,2024-02-17 19:23:35.47+00
189,recurring,355,FINISHED,2026-03-12,2026-03-12 06:08:25.71+00
396,recurring,0,FINISHED,2024-05-26,2024-05-05 02:00:13.044+00
7951,ad-hoc,66,COMPLETED,2026-03-18,2026-03-17 16:28:57.935+00
81,recurring,284,FINISHED,2024-05-12,2024-04-21 02:00:08.427+00
11210,ad-hoc,83,COMPLETED,2026-03-18,2026-03-18 14:46:07.887+00
190,recurring,319,FINISHED,2024-05-15,2024-04-21 02:00:10.449+00
8269,recurring,113,COMPLETED,2026-03-13,2026-02-04 19:44:24.835+00
190,recurring,0,FINISHED,2024-05-15,2024-04-21 02:00:10.446+00
592,recurring,44,FINISHED,2024-05-15,2024-04-21 02:00:08.826+00
9575,ad-hoc,0,FINISHED,2026-03-27,2026-03-27 13:58:48.103+00
357,ad-hoc,472,FINISHED,2024-01-09,2024-01-07 20:05:49.937+00
164,ad-hoc,41,FINISHED,2024-01-21,2024-01-21 08:51:44.312+00
5733,recurring,118,COMPLETED,2026-03-16,2026-03-16 12:07:18.229+00
2271,recurring,96,FINISHED,2026-02-11,2026-02-11 10:40:02.804+00
303,recurring,489,FINISHED,2024-05-16,2024-04-21 02:00:10.953+00
340,recurring,245,FINISHED,2024-05-16,2024-04-21 02:00:10.934+00
440,recurring,164,FINISHED,2024-05-28,2024-05-05 02:00:13.346+00
284,recurring,146,FINISHED,2024-05-16,2024-04-21 02:00:11.126+00
283,recurring,0,FINISHED,2024-05-15,2024-04-21 02:00:11.019+00
535,recurring,92,FINISHED,2024-02-14,2024-02-08 21:39:31.767+00
668,recurring,124,COMPLETED,2024-03-12,2024-03-05 19:23:50.739+00
347,recurring,92,FINISHED,2024-03-12,2024-02-19 02:00:10.249+00
548,recurring,245,FINISHED,2024-07-03,2024-06-13 15:01:19.828+00
9181,recurring,113,COMPLETED,2026-03-06,2026-02-04 19:45:18.744+00
11746,recurring,3,FINISHED,2026-05-28,2026-05-28 16:43:26.773+00
328,recurring,185,FINISHED,2026-01-18,2026-01-15 14:36:34.898+00
15,recurring,64.5,FINISHED,2024-01-30,2024-01-11 18:10:16.004+00
99,recurring,31,COMPLETED,2024-04-19,2024-04-07 21:21:50.016+00
190,recurring,319,FINISHED,2024-06-10,2024-05-26 14:18:50.382+00
334,recurring,493,FINISHED,2024-05-13,2024-04-21 02:00:11.34+00
334,recurring,18,FINISHED,2024-05-13,2024-04-21 02:00:11.334+00
397,recurring,167,FINISHED,2026-04-13,2026-04-09 02:00:16.699+00
357,ad-hoc,472,FINISHED,2024-01-14,2024-01-07 20:06:15.478+00
645,ad-hoc,7,COMPLETED,2024-03-01,2024-03-01 18:10:47.137+00
381,recurring,24.68,FINISHED,2024-03-12,2024-02-24 18:52:31.743+00
645,recurring,38,COMPLETED,2024-04-19,2024-03-28 17:56:08.189+00
336,ad-hoc,43,FINISHED,2024-03-01,2024-03-01 18:20:25.094+00
465,recurring,73.6,FINISHED,2024-04-16,2024-03-29 15:26:53.069+00
23,recurring,319,FINISHED,2024-04-25,2024-03-31 10:51:11.035+00
9922,recurring,81,FINISHED,2026-04-20,2026-02-23 02:00:33.862+00
9922,recurring,217,FINISHED,2026-04-23,2026-02-23 02:00:33.856+00
15,recurring,64.5,FINISHED,2024-01-16,2024-01-11 18:10:38.251+00
9046,recurring,109,FINISHED,2026-03-12,2026-03-12 06:07:31.218+00
294,recurring,222,FINISHED,2026-02-11,2026-02-11 11:14:16.037+00
498,recurring,372,COMPLETED,2024-02-04,2024-02-03 17:32:35.981+00
328,recurring,289,FINISHED,2024-05-16,2024-04-21 02:00:11.957+00
396,recurring,654,FINISHED,2024-05-12,2024-04-21 02:00:13.153+00
396,recurring,211,FINISHED,2024-05-16,2024-04-21 02:00:13.156+00
756,recurring,92,FINISHED,2024-03-14,2024-03-13 18:09:41.581+00
395,ad-hoc,115,FINISHED,2024-01-02,2024-01-01 18:49:58.927+00
5,recurring,319,FINISHED,2024-03-26,2024-03-23 17:18:54.103+00
434,ad-hoc,52,FINISHED,2024-02-09,2024-02-08 21:41:12.816+00
5,recurring,319,FINISHED,2023-07-26,2023-07-17 12:52:26.524+00
5,recurring,319,FINISHED,2024-01-16,2024-01-11 18:10:47.114+00
357,ad-hoc,472,FINISHED,2024-01-21,2024-01-07 20:07:09.212+00
334,recurring,493,FINISHED,2024-03-04,2024-02-23 15:42:24.058+00
820,recurring,115,FINISHED,2026-04-06,2026-02-08 02:00:43.586+00
361,ad-hoc,380,FINISHED,2024-01-02,2024-01-01 19:15:47.201+00
456,recurring,255,FINISHED,2026-03-12,2026-02-12 12:27:02.59+00
328,ad-hoc,18,FINISHED,2026-02-11,2026-02-11 11:14:55.473+00
2527,ad-hoc,52,FINISHED,2026-03-05,2026-02-23 02:02:10.771+00
8776,ad-hoc,18,FINISHED,2026-03-02,2026-03-02 14:17:30.895+00
143,recurring,41,COMPLETED,2024-02-25,2024-02-04 02:00:06.324+00
143,recurring,319,FINISHED,2024-02-25,2024-02-04 02:00:06.33+00
9447,recurring,112,FINISHED,2026-03-27,2026-03-27 13:59:58.585+00
21,recurring,0,FINISHED,2024-02-28,2024-02-04 02:00:03.613+00
190,recurring,319,FINISHED,2024-02-28,2024-02-04 02:00:06.239+00
190,recurring,36,FINISHED,2024-02-28,2024-02-04 02:00:06.223+00
190,recurring,0,COMPLETED,2024-02-28,2024-02-04 02:00:06.212+00
21,recurring,319,FINISHED,2024-02-28,2024-02-04 02:00:03.624+00
79,recurring,194,COMPLETED,2023-08-13,2023-08-01 02:00:12.996+00
1019,ad-hoc,272,COMPLETED,2026-04-01,2026-03-31 20:17:11.537+00
62,recurring,324,FINISHED,2026-01-18,2026-01-15 14:39:13.79+00
1968,recurring,162,FINISHED,2026-02-11,2026-02-11 12:04:18.122+00
8,ad-hoc,30,COMPLETED,2023-08-06,2023-08-03 22:20:12.172+00
1379,ad-hoc,170,COMPLETED,2026-04-02,2026-03-27 14:05:29.515+00
17,recurring,319,FINISHED,2023-08-02,2023-07-17 12:41:29.553+00
25,ad-hoc,156,FINISHED,2023-07-27,2023-07-25 07:26:40.288+00
9252,ad-hoc,32,COMPLETED,2026-02-04,2026-02-04 19:53:12.862+00
396,recurring,148,FINISHED,2024-05-16,2024-04-21 02:00:13.159+00
2442,recurring,87,COMPLETED,2026-03-18,2026-03-17 14:44:38.654+00
6215,recurring,126,FINISHED,2026-03-26,2026-03-24 15:39:13.77+00
11265,recurring,65,FINISHED,2026-03-31,2026-03-30 20:45:01.472+00
2527,ad-hoc,43,FINISHED,2026-04-01,2026-03-30 23:45:17.422+00
168,recurring,193,COMPLETED,2024-01-30,2024-01-27 18:09:15.787+00
201,recurring,443,FINISHED,2024-01-30,2024-01-27 18:09:19.204+00
130,recurring,127,FINISHED,2023-12-27,2023-12-20 15:09:21.204+00
578,recurring,87,FINISHED,2024-02-27,2024-02-04 02:00:06.905+00
481,recurring,92,FINISHED,2024-01-02,2024-01-02 00:40:24.202+00
212,ad-hoc,160,FINISHED,2024-01-31,2024-01-27 18:11:49.893+00
68,recurring,319,FINISHED,2024-01-10,2023-12-20 15:09:46.93+00
103,ad-hoc,0,FINISHED,2024-01-29,2024-01-28 13:59:36.629+00
2527,ad-hoc,40,FINISHED,2025-10-17,2025-10-14 23:31:10.122+00
10287,ad-hoc,14,FINISHED,2026-02-04,2026-02-04 19:59:28.41+00
8142,recurring,104,FINISHED,2026-02-11,2026-02-11 12:05:05.203+00
8142,recurring,109,FINISHED,2026-03-18,2026-03-17 14:45:22.567+00
201,recurring,78,FINISHED,2024-01-24,2024-01-07 20:10:16.781+00
9938,ad-hoc,121,COMPLETED,2026-01-16,2026-01-12 15:10:19.258+00
581,recurring,124,COMPLETED,2024-02-28,2024-02-04 02:00:08.442+00
440,recurring,164,COMPLETED,2024-02-27,2024-02-04 02:00:11.04+00
361,recurring,380,FINISHED,2024-02-26,2024-02-04 02:00:07.919+00
347,recurring,92,FINISHED,2024-02-27,2024-02-04 02:00:07.63+00
420,recurring,429,FINISHED,2024-02-26,2024-02-04 02:00:09.117+00
396,recurring,148,FINISHED,2024-02-29,2024-02-04 02:00:08.337+00
396,recurring,211,FINISHED,2024-02-29,2024-02-04 02:00:08.334+00
92,recurring,94,FINISHED,2023-08-06,2023-08-01 19:24:17.908+00
201,recurring,78,FINISHED,2024-01-24,2024-01-07 20:11:26.078+00
4821,recurring,28,COMPLETED,2026-02-11,2026-02-11 12:05:56.325+00
191,recurring,41,COMPLETED,2024-01-28,2024-01-27 18:16:00.933+00
23,recurring,319,FINISHED,2024-01-12,2024-01-11 18:13:14.271+00
9922,ad-hoc,27,FINISHED,2026-03-02,2026-03-02 14:09:56.219+00
477,recurring,47,COMPLETED,2024-02-26,2024-02-04 02:00:14.198+00
388,recurring,68,FINISHED,2024-01-28,2024-01-27 18:16:03.506+00
481,recurring,92,FINISHED,2024-02-27,2024-02-04 02:00:15.62+00
463,recurring,549,FINISHED,2024-02-29,2024-02-04 02:00:12.703+00
381,recurring,613,FINISHED,2024-02-20,2024-02-18 11:26:06.941+00
472,recurring,100,FINISHED,2024-02-26,2024-02-04 02:00:13.55+00
7439,recurring,105,FINISHED,2026-02-11,2026-02-11 12:06:36.256+00
66,recurring,163,FINISHED,2026-03-12,2026-03-11 13:46:00.737+00
66,recurring,85,FINISHED,2024-02-22,2024-01-28 02:00:03.742+00
8028,recurring,127,COMPLETED,2026-03-05,2026-02-23 02:17:41.085+00
10645,ad-hoc,34,COMPLETED,2026-03-24,2026-03-23 23:59:30.999+00
23,recurring,319,FINISHED,2024-01-26,2024-01-11 18:13:37.908+00
130,recurring,127,FINISHED,2024-01-10,2023-12-20 15:09:42.472+00
8499,recurring,113,COMPLETED,2026-03-18,2026-03-17 17:38:14.226+00
191,recurring,117,FINISHED,2024-02-22,2024-01-28 02:00:04.494+00
9938,recurring,31,COMPLETED,2026-03-09,2026-03-08 14:45:44.721+00
329,recurring,499,FINISHED,2026-03-29,2026-02-01 02:00:18.932+00
66,recurring,85,FINISHED,2024-02-18,2024-01-28 02:00:03.72+00
169,recurring,279,FINISHED,2024-02-18,2024-01-28 02:00:04.44+00
230,recurring,91,FINISHED,2024-02-19,2024-01-28 02:00:06.07+00
88,recurring,421,FINISHED,2024-02-20,2024-01-28 02:00:03.978+00
10724,recurring,231,COMPLETED,2026-03-31,2026-03-27 13:43:34.689+00
4,ad-hoc,0,FINISHED,2023-09-03,2023-09-02 17:47:42.843+00
9215,recurring,70,FINISHED,2026-04-27,2026-04-16 15:42:22.624+00
23,ad-hoc,0,FINISHED,2024-01-12,2024-01-11 18:17:30.158+00
7183,recurring,113,FINISHED,2026-02-11,2026-02-11 12:07:25.795+00
581,recurring,124,FINISHED,2024-04-24,2024-03-31 02:00:12.334+00
380,recurring,148,FINISHED,2024-01-02,2024-01-02 11:58:23.347+00
2597,ad-hoc,260,FINISHED,2026-03-12,2026-03-12 06:18:58.401+00
334,recurring,143,FINISHED,2024-02-22,2024-01-28 02:00:07.05+00
9938,recurring,25,COMPLETED,2026-03-09,2026-03-08 14:46:00.595+00
9440,recurring,113,FINISHED,2026-03-10,2026-03-02 14:49:31.389+00
440,recurring,183,FINISHED,2026-03-24,2026-01-25 02:00:36.322+00
280,recurring,300,FINISHED,2024-02-19,2024-01-28 02:00:06.272+00
284,recurring,496,FINISHED,2024-02-19,2024-01-28 02:00:06.295+00
328,recurring,156,FINISHED,2024-02-19,2024-01-28 02:00:07.442+00
347,recurring,92,FINISHED,2024-02-20,2024-01-28 02:00:07.253+00
283,recurring,546.875,FINISHED,2024-02-21,2024-01-28 02:00:06.643+00
283,recurring,0,FINISHED,2024-02-21,2024-01-28 02:00:06.576+00
335,recurring,351,FINISHED,2024-02-21,2024-01-28 02:00:07.287+00
187,recurring,325,FINISHED,2023-09-06,2023-09-03 19:02:38.144+00
208,ad-hoc,0,COMPLETED,2024-01-22,2024-01-21 17:18:31.153+00
82,recurring,45,FINISHED,2024-01-10,2024-01-07 20:25:10.228+00
9734,ad-hoc,46,FINISHED,2026-01-29,2026-01-26 18:47:57.509+00
283,recurring,0,FINISHED,2023-12-27,2023-12-20 15:12:20.191+00
7001,recurring,113,FINISHED,2026-02-11,2026-02-11 12:08:04.724+00
599,recurring,316,FINISHED,2026-02-05,2026-02-04 20:31:53.148+00
443,recurring,75,FINISHED,2024-02-22,2024-01-28 02:00:11.135+00
3862,ad-hoc,112,FINISHED,2026-03-18,2026-03-18 15:06:49.106+00
1304,recurring,264,COMPLETED,2026-03-23,2026-03-22 15:55:35.635+00
420,recurring,429,FINISHED,2024-02-19,2024-01-28 02:00:08.288+00
397,recurring,148,FINISHED,2024-02-21,2024-01-28 02:00:08.194+00
468,recurring,69,FINISHED,2024-02-21,2024-01-28 02:00:13.471+00
428,recurring,22,FINISHED,2024-02-21,2024-01-28 02:00:09.218+00
8,recurring,144.66,COMPLETED,2024-02-25,2024-02-04 02:00:19.594+00
15,recurring,64.5,COMPLETED,2024-01-11,2024-01-07 20:40:33.6+00
478,recurring,51,FINISHED,2024-02-22,2024-01-28 02:00:14.323+00
8,recurring,129,FINISHED,2024-02-18,2024-01-28 02:00:19.758+00
23,recurring,319,FINISHED,2024-02-23,2024-01-28 02:00:19.406+00
230,recurring,91,COMPLETED,2024-01-22,2024-01-21 17:19:49.04+00
8,recurring,129,FINISHED,2024-02-25,2024-02-04 02:00:19.599+00
521,recurring,319,FINISHED,2024-02-25,2024-02-04 02:00:19.614+00
390,ad-hoc,0,FINISHED,2023-12-20,2023-12-20 15:15:47.457+00
724,recurring,55,COMPLETED,2024-09-19,2024-09-16 17:01:10.506+00
2476,ad-hoc,145,COMPLETED,2026-03-08,2026-03-08 08:45:35.138+00
396,recurring,148,FINISHED,2024-01-04,2024-01-02 13:52:24.765+00
316,recurring,319,FINISHED,2024-01-11,2024-01-07 20:41:08.496+00
1681,ad-hoc,27,FINISHED,2026-01-15,2026-01-14 00:07:51.029+00
6812,recurring,35,COMPLETED,2026-02-11,2026-02-11 13:00:20.402+00
443,recurring,75,FINISHED,2024-05-16,2024-04-21 02:00:15.124+00
2896,ad-hoc,80,FINISHED,2026-02-24,2026-02-23 03:31:13.363+00
1304,ad-hoc,75,FINISHED,2026-03-23,2026-03-22 15:55:51.987+00
466,recurring,179,FINISHED,2024-05-30,2024-05-05 02:00:16.341+00
164,ad-hoc,498.42,FINISHED,2023-10-10,2023-10-09 17:20:02.395+00
447,recurring,69,COMPLETED,2024-05-13,2024-04-21 02:00:14.784+00
466,recurring,29,FINISHED,2024-05-13,2024-04-21 02:00:15.995+00
440,recurring,164,FINISHED,2024-05-14,2024-04-21 02:00:13.461+00
456,recurring,319,FINISHED,2024-05-15,2024-04-21 02:00:14.529+00
66,recurring,85,FINISHED,2024-01-28,2024-01-07 02:00:12.754+00
396,recurring,148,COMPLETED,2024-01-25,2024-01-02 13:52:46.735+00
5,recurring,319,FINISHED,2024-01-30,2024-01-11 18:32:47.126+00
116,ad-hoc,319,FINISHED,2024-04-08,2024-04-07 14:44:15.926+00
703,ad-hoc,92,FINISHED,2024-03-18,2024-03-13 18:27:44.782+00
173,ad-hoc,0,FINISHED,2024-06-18,2024-06-17 12:51:40.844+00
396,recurring,148,FINISHED,2024-01-11,2024-01-02 13:52:30.451+00
2040,recurring,101,COMPLETED,2025-12-02,2025-10-05 02:00:21.991+00
253,recurring,209,FINISHED,2024-04-11,2024-03-31 11:24:39.074+00
7001,recurring,118,FINISHED,2026-04-23,2026-03-02 15:12:53.887+00
71,recurring,0,FINISHED,2024-03-29,2024-03-23 17:23:34.632+00
10359,ad-hoc,54,COMPLETED,2026-02-11,2026-02-11 13:11:04.742+00
9046,recurring,109,FINISHED,2026-03-19,2026-02-04 20:35:11.555+00
1408,recurring,89,FINISHED,2026-03-19,2026-03-18 15:15:52.58+00
1978,recurring,410,FINISHED,2026-03-23,2026-03-22 15:56:18.341+00
316,recurring,319,FINISHED,2024-05-16,2024-04-21 02:00:17.709+00
4,recurring,227,FINISHED,2024-05-16,2024-04-21 02:00:17.698+00
1070,ad-hoc,18,FINISHED,2024-06-21,2024-06-17 12:52:36.388+00
8,recurring,129,FINISHED,2024-05-12,2024-04-21 02:00:18.039+00
190,recurring,0,FINISHED,2024-06-10,2024-05-26 14:19:03.007+00
328,recurring,174,FINISHED,2024-01-28,2024-01-13 18:14:14.826+00
5,recurring,319,FINISHED,2024-04-16,2024-04-13 14:32:23.85+00
204,ad-hoc,409.4,FINISHED,2026-01-18,2026-01-15 15:00:01.906+00
472,recurring,100,FINISHED,2024-02-12,2024-01-21 17:42:24.819+00
341,recurring,69,COMPLETED,2024-01-31,2024-01-11 19:02:15.173+00
472,recurring,100,FINISHED,2024-02-05,2024-01-21 17:42:24.816+00
6499,ad-hoc,43,FINISHED,2026-02-11,2026-02-11 13:23:00.226+00
335,ad-hoc,41,FINISHED,2024-04-08,2024-04-08 06:51:33.843+00
63,ad-hoc,245,FINISHED,2024-03-05,2024-03-04 17:50:01.511+00
292,ad-hoc,264,FINISHED,2026-02-23,2026-02-23 06:09:43.838+00
396,recurring,148,FINISHED,2024-01-18,2024-01-02 13:52:40.832+00
328,recurring,174,FINISHED,2024-02-18,2024-02-18 10:05:08.09+00
472,recurring,100,FINISHED,2024-01-22,2024-01-21 17:42:24.809+00
465,recurring,92,COMPLETED,2023-12-20,2023-12-20 15:58:10.191+00
62,recurring,253,COMPLETED,2024-01-28,2024-01-07 02:00:12.83+00
472,recurring,100,FINISHED,2024-01-29,2024-01-21 17:42:24.814+00
328,recurring,0,FINISHED,2024-02-26,2024-02-23 18:00:51.75+00
496,ad-hoc,0,FINISHED,2024-03-01,2024-03-01 19:02:05.916+00
334,recurring,493,FINISHED,2024-03-11,2024-02-23 15:42:59.164+00
560,recurring,69,FINISHED,2024-03-01,2024-02-13 16:45:48.968+00
496,recurring,21,FINISHED,2024-03-29,2024-03-03 02:00:19.473+00
492,recurring,69,FINISHED,2024-04-04,2024-03-20 22:54:32.076+00
717,ad-hoc,64,FINISHED,2024-04-10,2024-03-21 00:45:30.375+00
565,recurring,443,FINISHED,2024-03-31,2024-03-30 19:49:28.432+00
350,recurring,69,FINISHED,2024-04-24,2024-04-21 22:28:07.662+00
79,ad-hoc,0,FINISHED,2024-03-13,2024-03-12 15:57:06.632+00
253,recurring,209,FINISHED,2024-04-25,2024-03-31 11:24:47.991+00
1070,ad-hoc,16,FINISHED,2024-06-21,2024-06-17 12:56:31.922+00
396,recurring,211,FINISHED,2024-01-18,2024-01-02 13:53:30.583+00
396,recurring,211,FINISHED,2024-01-25,2024-01-02 13:53:30.593+00
396,recurring,211,FINISHED,2024-01-04,2024-01-02 13:53:30.532+00
396,recurring,211,FINISHED,2024-01-11,2024-01-02 13:53:30.571+00
788,recurring,148,FINISHED,2024-07-31,2024-07-25 15:47:23.496+00
