ApartmentId,OldStatus,NewStatus,CreatedAt
1493,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2024-12-20 17:42:28.851+00
2654,RECURRING_SUBSCRIPTION,WARM_LEAD,2024-12-22 13:21:09.625+00
2821,LEAD,WARM_LEAD,2024-12-23 14:57:26.591+00
2682,WARM_LEAD,TRIAL,2024-12-23 19:06:16.658+00
2377,WARM_LEAD,RECURRING_SUBSCRIPTION,2024-12-23 20:33:50.731+00
2841,LEAD,WARM_LEAD,2024-12-25 13:15:07.027+00
2331,WARM_LEAD,RECURRING_SUBSCRIPTION,2024-12-26 11:45:37.884+00
2586,LEAD,WARM_LEAD,2024-12-26 20:35:37.042+00
1732,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2024-12-27 21:49:00.688+00
2771,LEAD,WARM_LEAD,2024-12-30 16:50:50.914+00
1894,LEAD,WARM_LEAD,2024-12-30 18:55:48.328+00
565,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2024-12-31 12:09:19.568+00
724,ON_DEMAND_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2024-12-31 16:42:06.708+00
2847,LEAD,WARM_LEAD,2025-01-01 11:17:44.822+00
2848,LEAD,WARM_LEAD,2025-01-01 19:26:18.028+00
2859,LEAD,WARM_LEAD,2025-01-02 15:21:07.921+00
2859,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-02 15:23:07.392+00
2881,LEAD,WARM_LEAD,2025-01-02 15:41:32.112+00
2868,LEAD,WARM_LEAD,2025-01-02 17:05:19.516+00
1843,ON_DEMAND_SUBSCRIPTION,TRIAL,2025-01-02 18:49:26.1+00
684,COLD_LEAD,WARM_LEAD,2025-01-03 14:32:29.065+00
2871,LEAD,WARM_LEAD,2025-01-03 14:44:47.515+00
2871,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-03 14:45:31.178+00
2876,LEAD,WARM_LEAD,2025-01-03 15:05:02.3+00
2876,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-03 15:08:37.083+00
2275,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-03 17:44:49.406+00
2401,RECURRING_SUBSCRIPTION,TRIAL,2025-01-03 18:43:10.098+00
2674,WARM_LEAD,TRIAL,2025-01-03 18:59:01.768+00
2337,ON_DEMAND_SUBSCRIPTION,WARM_LEAD,2025-01-03 19:10:13.27+00
2872,LEAD,WARM_LEAD,2025-01-06 17:02:31.897+00
2872,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-06 17:04:30.477+00
2872,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-06 17:06:00.454+00
2155,FROZEN,CHURN,2025-01-07 19:42:14.66+00
2047,RECURRING_SUBSCRIPTION,CHURN,2025-01-07 19:45:06.219+00
2740,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-07 20:37:41.742+00
2798,LEAD,WARM_LEAD,2025-01-08 13:14:38.207+00
2798,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-08 13:15:22.582+00
2922,LEAD,WARM_LEAD,2025-01-08 15:28:25.837+00
2922,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-08 15:31:18.864+00
2923,LEAD,WARM_LEAD,2025-01-08 15:45:25.711+00
2923,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-08 15:46:56.448+00
2923,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-08 15:47:14.556+00
2859,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-08 16:43:01.032+00
1812,ON_DEMAND_SUBSCRIPTION,TRIAL,2025-01-08 19:54:25.889+00
758,TRIAL,RECURRING_SUBSCRIPTION,2025-01-08 20:07:43.48+00
758,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-08 20:10:10.353+00
758,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-08 20:11:06.94+00
758,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-08 20:14:25.862+00
2924,LEAD,WARM_LEAD,2025-01-08 21:02:08.142+00
2924,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-08 21:03:28.139+00
2933,LEAD,WARM_LEAD,2025-01-08 21:13:35.062+00
2933,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-08 21:14:10.711+00
2929,LEAD,WARM_LEAD,2025-01-08 21:26:42.989+00
2929,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-08 21:27:32.706+00
2929,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-08 21:29:07.294+00
2762,LEAD,WARM_LEAD,2025-01-08 21:36:56.138+00
2762,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-08 21:37:58.689+00
2762,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-08 21:39:20.825+00
2762,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-08 21:39:59.774+00
2024,LEAD,WARM_LEAD,2025-01-09 09:55:12.088+00
2877,LEAD,WARM_LEAD,2025-01-09 09:57:01.065+00
2874,COLD_LEAD,WARM_LEAD,2025-01-09 11:32:17.798+00
2874,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-09 14:01:52.086+00
2874,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-09 14:02:02.011+00
2874,ON_DEMAND_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-09 14:03:12.56+00
2874,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-09 14:05:58.16+00
2938,LEAD,WARM_LEAD,2025-01-09 14:06:58.492+00
2938,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-09 14:07:26.306+00
2938,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-09 14:07:52.329+00
758,RECURRING_SUBSCRIPTION,TRIAL,2025-01-09 14:49:27.855+00
2887,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-09 14:59:05.26+00
2920,LEAD,WARM_LEAD,2025-01-09 15:34:21.546+00
2920,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-09 15:35:20.013+00
2152,RECURRING_SUBSCRIPTION,CHURN,2025-01-09 15:55:44.735+00
2397,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-09 16:09:12.517+00
1016,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-09 16:50:41.127+00
2876,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-09 17:11:55.36+00
2896,LEAD,WARM_LEAD,2025-01-09 20:37:47.588+00
2896,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-09 20:38:25.503+00
2378,RECURRING_SUBSCRIPTION,TRIAL,2025-01-09 21:59:30.473+00
1109,TRIAL,RECURRING_SUBSCRIPTION,2025-01-10 14:35:04.487+00
1327,LEAD,WARM_LEAD,2025-01-10 17:02:08.336+00
1327,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-10 17:02:36.485+00
2042,LEAD,WARM_LEAD,2025-01-10 17:34:16.444+00
2042,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-10 17:34:59.454+00
2042,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-10 17:38:22.417+00
2436,TRIAL,RECURRING_SUBSCRIPTION,2025-01-10 19:40:05.377+00
2436,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-10 19:40:27.227+00
2436,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-10 19:44:15.527+00
2436,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-10 19:45:10.823+00
2436,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-10 19:46:27.203+00
2937,LEAD,COLD_LEAD,2025-01-10 20:32:35.05+00
2937,COLD_LEAD,COLD_LEAD,2025-01-10 20:32:36.091+00
2936,LEAD,COLD_LEAD,2025-01-10 20:32:47.02+00
2936,COLD_LEAD,COLD_LEAD,2025-01-10 20:32:47.568+00
2946,LEAD,WARM_LEAD,2025-01-10 21:01:44.204+00
2946,WARM_LEAD,TRIAL,2025-01-10 21:02:05.984+00
2911,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-10 21:19:46.433+00
2865,LEAD,WARM_LEAD,2025-01-12 11:33:29.011+00
2196,LEAD,WARM_LEAD,2025-01-12 12:42:56.213+00
2887,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-12 16:10:50.039+00
2792,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-13 12:14:37.337+00
2792,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-13 12:15:45.504+00
2966,LEAD,WARM_LEAD,2025-01-13 13:45:22.759+00
2966,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-13 13:45:43.37+00
2966,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-13 13:59:00.072+00
2966,WARM_LEAD,LEAD,2025-01-13 13:59:08.332+00
2382,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-13 14:34:00.407+00
954,TRIAL,RECURRING_SUBSCRIPTION,2025-01-13 15:32:26.278+00
1051,COLD_LEAD,WARM_LEAD,2025-01-13 16:34:20.707+00
1051,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-13 16:34:29.246+00
2792,RECURRING_SUBSCRIPTION,TRIAL,2025-01-13 17:49:49.053+00
2046,LEAD,WARM_LEAD,2025-01-13 18:12:19.137+00
2046,WARM_LEAD,LEAD,2025-01-13 18:13:43.125+00
2046,LEAD,LEAD,2025-01-13 18:13:43.487+00
2338,RECURRING_SUBSCRIPTION,TRIAL,2025-01-13 18:32:35.082+00
1799,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-13 19:12:42.537+00
2944,LEAD,WARM_LEAD,2025-01-13 21:01:57.431+00
2944,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-13 21:02:10.241+00
2886,LEAD,WARM_LEAD,2025-01-13 21:34:47.239+00
2886,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-13 21:37:24.748+00
2886,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-13 21:38:06.5+00
2886,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-13 21:41:02.026+00
2886,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-13 21:41:43.695+00
2886,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-13 21:46:37.358+00
2375,RECURRING_SUBSCRIPTION,TRIAL,2025-01-13 22:46:38.494+00
2967,LEAD,WARM_LEAD,2025-01-13 22:56:14.203+00
2967,WARM_LEAD,TRIAL,2025-01-13 22:56:45.331+00
2957,LEAD,WARM_LEAD,2025-01-14 12:36:13.649+00
2957,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-14 12:37:43.098+00
2957,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-14 12:38:59.66+00
2957,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-14 12:39:31.622+00
1956,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-14 14:23:01.252+00
1946,RECURRING_SUBSCRIPTION,TRIAL,2025-01-14 16:34:49.562+00
2980,LEAD,WARM_LEAD,2025-01-14 18:47:40.63+00
2980,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-14 18:50:08.802+00
2969,LEAD,WARM_LEAD,2025-01-15 11:15:57.343+00
2969,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-15 11:16:45.333+00
1849,RECURRING_SUBSCRIPTION,CHURN,2025-01-15 14:23:50.926+00
2938,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-15 15:16:48.215+00
2792,TRIAL,RECURRING_SUBSCRIPTION,2025-01-15 18:50:16.877+00
2985,LEAD,WARM_LEAD,2025-01-15 19:36:46.547+00
2985,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-15 19:37:31.351+00
2985,RECURRING_SUBSCRIPTION,TRIAL,2025-01-15 19:42:15.373+00
2792,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-16 10:21:00.163+00
2970,LEAD,WARM_LEAD,2025-01-16 10:40:07.217+00
2970,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-16 14:03:21.834+00
2809,LEAD,WARM_LEAD,2025-01-16 14:04:45.815+00
2809,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-16 14:05:14.067+00
2809,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-16 14:06:21.079+00
2970,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-16 14:08:23.661+00
2542,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-16 16:32:21.925+00
2085,TRIAL,RECURRING_SUBSCRIPTION,2025-01-16 16:33:07.62+00
2085,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-16 16:33:21.706+00
2085,WARM_LEAD,TRIAL,2025-01-16 16:33:31.956+00
2966,LEAD,WARM_LEAD,2025-01-16 16:52:39.296+00
2966,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-16 16:53:12.619+00
2966,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-16 16:54:27.802+00
2966,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-16 16:55:05.488+00
2996,LEAD,WARM_LEAD,2025-01-16 21:47:03.403+00
2996,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-16 21:48:50.071+00
2992,LEAD,WARM_LEAD,2025-01-17 16:47:07.335+00
2992,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-17 16:48:32.692+00
2992,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-17 16:49:32.472+00
2880,LEAD,WARM_LEAD,2025-01-17 17:31:19.431+00
2880,WARM_LEAD,ON_DEMAND_SUBSCRIPTION,2025-01-17 17:34:49.324+00
1160,RECURRING_SUBSCRIPTION,CHURN,2025-01-17 17:55:06.501+00
1067,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-17 18:00:27.097+00
2969,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-18 10:20:30.562+00
2818,LEAD,WARM_LEAD,2025-01-19 15:26:39.719+00
2873,LEAD,WARM_LEAD,2025-01-20 09:01:03.505+00
2791,LEAD,WARM_LEAD,2025-01-20 10:48:31.705+00
2791,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-20 10:48:49.023+00
2976,LEAD,WARM_LEAD,2025-01-20 12:58:45.486+00
2792,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-20 13:59:16.016+00
1482,RECURRING_SUBSCRIPTION,TRIAL,2025-01-20 17:05:26.221+00
2406,LEAD,WARM_LEAD,2025-01-20 18:51:10.411+00
2406,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-20 18:58:04.584+00
2366,RECURRING_SUBSCRIPTION,CHURN,2025-01-20 19:04:45.314+00
2881,RECURRING_SUBSCRIPTION,TRIAL,2025-01-20 19:40:53.099+00
2957,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-20 20:57:13.416+00
2872,RECURRING_SUBSCRIPTION,TRIAL,2025-01-20 22:05:59.01+00
2922,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-21 12:33:11.265+00
769,FROZEN,RECURRING_SUBSCRIPTION,2025-01-21 14:33:00.812+00
769,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-21 14:33:28.615+00
769,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-21 14:36:34.89+00
2383,TRIAL,RECURRING_SUBSCRIPTION,2025-01-21 21:18:03.195+00
2383,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-21 21:21:19.107+00
2763,LEAD,WARM_LEAD,2025-01-21 21:58:01.451+00
2763,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-21 21:58:18.625+00
2763,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-21 21:58:59.071+00
2763,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-21 22:06:33.905+00
2763,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-21 22:06:45.79+00
2383,RECURRING_SUBSCRIPTION,TRIAL,2025-01-21 22:45:25.263+00
954,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-21 22:45:39.579+00
954,WARM_LEAD,TRIAL,2025-01-21 22:45:51.441+00
2763,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-21 22:46:01.532+00
2927,LEAD,WARM_LEAD,2025-01-21 22:46:12.639+00
2927,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-21 22:47:58.892+00
2927,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-21 22:56:43.966+00
2990,LEAD,WARM_LEAD,2025-01-22 13:27:14.317+00
2990,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-22 13:35:32.539+00
2047,CHURN,ON_DEMAND_SUBSCRIPTION,2025-01-22 14:41:41.203+00
2927,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-22 16:29:18.726+00
2079,LEAD,WARM_LEAD,2025-01-22 20:32:20.253+00
2079,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-22 20:32:55.22+00
2079,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-22 20:33:26.959+00
2079,RECURRING_SUBSCRIPTION,TRIAL,2025-01-22 20:55:00.255+00
2908,LEAD,WARM_LEAD,2025-01-22 22:52:53.397+00
2908,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-22 22:53:28.727+00
2908,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-22 22:56:02.188+00
2908,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-22 23:15:08.612+00
2908,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-22 23:15:32.771+00
2948,LEAD,WARM_LEAD,2025-01-23 10:46:11.462+00
2948,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-23 10:48:09.023+00
2927,RECURRING_SUBSCRIPTION,TRIAL,2025-01-23 12:21:14.049+00
2884,LEAD,WARM_LEAD,2025-01-23 15:37:02.536+00
3009,LEAD,WARM_LEAD,2025-01-23 16:01:22.339+00
2523,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-23 16:08:00.507+00
2542,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-23 16:36:40.043+00
3009,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-23 17:28:06.852+00
2204,TRIAL,RECURRING_SUBSCRIPTION,2025-01-23 20:43:36.927+00
2204,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 20:51:13.623+00
2204,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 21:12:22.194+00
1356,LEAD,WARM_LEAD,2025-01-23 22:18:44.123+00
1356,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-23 22:20:07.811+00
1356,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 22:21:40.696+00
1356,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 22:22:34.413+00
1356,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 22:24:25.585+00
1356,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 22:24:45.391+00
1356,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 22:28:13.555+00
1356,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 22:28:27.561+00
1356,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 22:29:19.851+00
1356,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 22:30:40.605+00
1356,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-23 22:31:07.568+00
2826,LEAD,WARM_LEAD,2025-01-23 22:39:17.808+00
2826,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-23 22:39:30.253+00
2826,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-23 22:45:35.261+00
2826,ON_DEMAND_SUBSCRIPTION,WARM_LEAD,2025-01-23 22:50:05.137+00
1356,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-23 22:51:11.63+00
2884,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-24 09:13:33.795+00
2803,LEAD,WARM_LEAD,2025-01-24 14:29:38.165+00
2803,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-24 14:29:56.902+00
3015,LEAD,WARM_LEAD,2025-01-24 15:56:24.606+00
3015,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-24 15:56:41.874+00
2204,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-24 17:26:53.435+00
2204,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-24 17:29:36.845+00
2763,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-24 19:06:08.743+00
2763,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-24 19:06:20.107+00
2763,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-24 19:06:33.716+00
3020,LEAD,TRIAL,2025-01-24 20:40:55.56+00
2605,LEAD,WARM_LEAD,2025-01-24 21:33:42.567+00
2605,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-24 21:35:38.139+00
2605,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-24 21:37:14.403+00
3020,TRIAL,RECURRING_SUBSCRIPTION,2025-01-24 23:07:40.134+00
3020,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-24 23:08:12.046+00
3020,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-24 23:15:34.064+00
2439,LEAD,WARM_LEAD,2025-01-26 08:52:25.798+00
797,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-26 11:43:42.667+00
2196,TRIAL,RECURRING_SUBSCRIPTION,2025-01-26 11:56:44.2+00
2439,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-26 12:16:21.482+00
2439,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-26 12:26:25.763+00
2439,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-26 13:34:22.185+00
2544,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-26 13:35:06.106+00
2439,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-26 13:36:42.607+00
122,ON_DEMAND_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-26 14:09:58.927+00
2948,RECURRING_SUBSCRIPTION,WARM_LEAD,2025-01-26 15:59:47.379+00
1331,CHURN,ON_DEMAND_SUBSCRIPTION,2025-01-26 16:00:15.064+00
2931,LEAD,WARM_LEAD,2025-01-27 12:16:31.344+00
1668,LEAD,WARM_LEAD,2025-01-27 14:57:40.441+00
2826,WARM_LEAD,ON_DEMAND_SUBSCRIPTION,2025-01-27 15:38:08.446+00
2416,TRIAL,RECURRING_SUBSCRIPTION,2025-01-27 20:54:03.224+00
2624,RECURRING_SUBSCRIPTION,TRIAL,2025-01-27 21:25:42.975+00
3019,LEAD,WARM_LEAD,2025-01-27 21:25:54.137+00
3019,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-27 21:26:22.541+00
2879,LEAD,WARM_LEAD,2025-01-28 10:20:11.069+00
2879,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-28 10:20:25.311+00
15,ON_DEMAND_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-28 13:10:13.162+00
15,RECURRING_SUBSCRIPTION,ON_DEMAND_SUBSCRIPTION,2025-01-28 13:12:47.425+00
2985,TRIAL,RECURRING_SUBSCRIPTION,2025-01-28 21:45:59.248+00
2985,RECURRING_SUBSCRIPTION,TRIAL,2025-01-28 22:07:53.967+00
2169,TRIAL,RECURRING_SUBSCRIPTION,2025-01-28 23:02:25.546+00
492,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-28 23:54:42.407+00
3036,LEAD,WARM_LEAD,2025-01-29 15:16:47.841+00
3036,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-29 15:17:17.959+00
3036,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-29 15:19:04.569+00
3020,ON_DEMAND_SUBSCRIPTION,TRIAL,2025-01-29 16:03:16.253+00
1819,LEAD,WARM_LEAD,2025-01-29 17:37:52.063+00
1819,WARM_LEAD,ON_DEMAND_SUBSCRIPTION,2025-01-29 17:41:43.299+00
2894,LEAD,WARM_LEAD,2025-01-29 19:39:15.825+00
2894,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-29 19:39:57.176+00
2894,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-29 19:40:35.362+00
2984,LEAD,WARM_LEAD,2025-01-30 12:30:56.835+00
2416,RECURRING_SUBSCRIPTION,TRIAL,2025-01-30 15:10:11.677+00
2416,TRIAL,TRIAL,2025-01-30 15:10:35.569+00
468,RECURRING_SUBSCRIPTION,CHURN,2025-01-30 15:17:16.683+00
3040,LEAD,WARM_LEAD,2025-01-30 15:22:47.521+00
3040,WARM_LEAD,TRIAL,2025-01-30 15:28:02.264+00
2371,CHURN,WARM_LEAD,2025-01-30 17:00:46.372+00
2371,WARM_LEAD,LEAD,2025-01-30 17:01:10.21+00
2930,LEAD,WARM_LEAD,2025-01-30 17:01:58.115+00
2930,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-30 17:24:40.353+00
3043,LEAD,WARM_LEAD,2025-01-30 18:38:43.609+00
3043,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-30 18:39:59.853+00
3043,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-30 18:51:12.142+00
3043,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-30 18:54:40.948+00
3043,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-30 19:59:49.529+00
2376,LEAD,WARM_LEAD,2025-01-30 22:29:44.086+00
2376,WARM_LEAD,RECURRING_SUBSCRIPTION,2025-01-30 22:30:06.268+00
2376,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-30 22:31:50.357+00
2376,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-30 22:32:39.091+00
2879,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-31 11:24:17.688+00
2792,RECURRING_SUBSCRIPTION,RECURRING_SUBSCRIPTION,2025-01-31 13:00:44.686+00
3045,LEAD,WARM_LEAD,2025-01-31 15:23:42.472+00
