ApartmentId,Price,CreatedAt,weekly_hours
8818,69,2025-10-20 17:39:33.108+00,1.333333333333332
2938,167,2025-12-04 15:54:14.305+00,3
2938,110,2025-12-04 15:54:14.322+00,1.916666666666668
8611,24,2025-10-08 12:19:54.019+00,0.604166666666666
5386,112,2025-04-14 17:11:50.607+00,1.916666666666666
8143,123,2025-09-23 12:13:17.224+00,2.25
6276,31,2025-06-20 15:17:38.024+00,0.666666666666664
9713,48,2025-12-30 14:29:58.948+00,1.000000000000000
8610,24,2025-10-08 11:41:54.265+00,0.604166666666666
9476,123,2026-04-09 14:42:59.783+00,2.25
9477,96,2026-04-10 11:57:16.807+00,1.833333333333334
8957,181,2026-02-04 17:21:30.956+00,3
1669,167,2024-07-23 14:11:11.194+00,3.00000000000
11394,123,2026-04-08 19:54:20.691+00,2.25
11486,123,2026-04-14 13:59:48.365+00,2.25
11486,123,2026-04-14 13:59:48.365+00,2.25
5602,118,2025-06-05 15:38:43.47+00,2.25
8516,161,2025-11-25 13:46:18.177+00,2.666666666666668
5377,118,2025-04-14 20:46:35.748+00,2.25
11451,211,2026-04-21 14:42:54.536+00,3.583333333333334
11451,211,2026-04-21 14:42:54.557+00,3.583333333333334
6401,93,2025-06-25 21:29:12.466+00,1.75
11647,123,2026-04-21 20:21:44.878+00,2.25
6398,118,2025-08-15 19:46:42.144+00,2.25
4869,28,2025-11-25 04:28:21.691+00,0.666666666666664
4869,28,2025-11-25 04:28:21.691+00,0.666666666666664
554,31,2026-01-19 23:49:38.307+00,0.666666666666668
8170,137,2026-01-16 18:55:30.949+00,2.50
11762,152,2026-04-27 14:22:49.78+00,2.5
6215,181,2026-04-28 16:25:07.559+00,3
10373,123,2026-05-06 18:26:36.207+00,2.25
9485,63,2025-11-27 12:08:14.682+00,1.333333333333334
9485,63,2025-11-27 12:08:14.682+00,1.333333333333334
9485,63,2025-11-27 12:08:14.682+00,1.333333333333334
9485,63,2025-11-27 12:08:14.682+00,1.333333333333334
11855,213,2026-05-07 19:09:31.015+00,3.416666666666668
7236,109,2025-08-15 17:20:31.299+00,2.25
1669,167,2024-07-23 14:11:11.203+00,3.000000000000000
9483,171,2025-11-27 12:13:39.639+00,3.000000000000000
483,74,2025-05-27 22:27:37.061+00,1.958333333333336
5372,176,2025-06-30 19:25:07.616+00,3.000000000000000
7730,123,2025-09-04 00:07:45.24+00,2.25
7730,123,2025-09-04 00:07:45.26+00,2.25
7022,58,2025-08-08 21:19:59.195+00,1.083333333333332
5678,115,2025-05-13 22:43:05.685+00,2.145833333333336
2632,167,2025-06-13 19:36:16.76+00,3.000000000000000
7317,17,2026-03-16 23:43:54.736+00,0.583333333333334
11127,123,2026-06-15 14:36:13.842+00,2.25
9339,155,2026-04-16 01:26:25.138+00,2.833333333333334
9473,181,2026-04-15 00:45:42.592+00,3
9473,181,2026-04-15 00:45:42.57+00,3
9339,155,2026-04-16 01:26:25.138+00,2.833333333333336
11486,123,2026-04-14 13:59:48.365+00,2.25
2683,74,2025-10-16 13:17:00.534+00,1.6875
2385,123,2026-05-12 00:03:36.067+00,2.25
1681,9,2026-01-20 12:32:52.859+00,0.333333333333334
9048,181,2025-11-03 00:37:48.457+00,3
8809,48,2025-12-02 11:56:28.79+00,1.0
9564,171,2025-12-03 05:35:15.742+00,3.0
10725,123,2026-02-24 15:46:17.283+00,2.250000000000000
445,167,2023-12-08 22:55:02.982+00,3.000000000000000
2313,195,2024-11-20 17:49:11.356+00,3.250000000000000
6953,156,2025-08-05 19:51:53.017+00,2.666666666666666
1184,51,2025-09-30 12:10:34.184+00,1
6859,115,2025-08-15 17:31:02.906+00,2.145833333333332
9349,11,2025-12-03 12:38:36.024+00,0.416666666666666
9349,11,2025-12-03 12:38:36.024+00,0.416666666666666
11214,113,2026-03-17 11:26:03.725+00,2.25
9559,123,2025-12-04 15:09:59.8+00,2.25
2116,190,2024-09-12 13:40:28.441+00,3.41666666666667
9349,11,2025-12-03 12:38:36.024+00,0.416666666666666
2386,123,2025-11-22 21:23:55.393+00,2.25
6881,123,2025-12-10 22:25:25.818+00,2.25
2271,101,2024-09-27 18:37:38.434+00,2.145833333333332
2178,31,2024-09-18 20:30:20.571+00,0.666666666666668
9376,0,2026-03-05 03:07:39.69+00,0.416666666666666
9675,181,2025-12-16 00:11:58.479+00,3
8960,123,2025-11-09 04:16:54.648+00,2.250000000000000
1681,9,2026-01-20 12:33:26.148+00,0.333333333333334
7119,118,2025-08-12 20:43:56.709+00,2.25
9349,11,2025-12-03 12:38:36.024+00,0.416666666666666
6398,118,2025-08-15 19:46:42.175+00,2.25
9311,28,2025-12-08 15:55:39.421+00,0.666666666666666
2632,167,2025-06-13 19:36:16.776+00,3.0
6502,176,2026-02-20 21:28:55.109+00,3
9661,151,2025-12-09 21:15:06.2+00,2.666666666666666
8249,65,2026-02-17 17:56:11.609+00,1.5
8003,54,2026-02-21 01:28:07.795+00,1.166666666666666
10549,181,2026-02-09 19:57:32.115+00,3.0
11533,115,2026-04-13 15:49:02.093+00,2.145833333333334
10703,3,2026-02-28 03:55:56.103+00,0.25
10679,118,2026-02-20 20:25:23.663+00,2.25
11215,116,2026-03-17 11:49:47.103+00,2.250000000000000
10703,3,2026-02-28 03:55:56.103+00,0.25
1421,69,2024-09-04 15:41:22.95+00,1.336666666666668
8811,174,2025-12-16 10:53:32.256+00,3.166666666666666
10593,118,2026-02-14 07:16:15.198+00,2.25
9215,70,2025-12-13 16:20:29.297+00,1.166666666666668
6676,123,2026-02-04 21:46:40.79+00,2.25
11458,218,2026-04-15 00:38:44.564+00,3.416666666666668
11458,218,2026-04-15 00:38:44.545+00,3.416666666666668
10388,51,2026-02-02 00:09:35.79+00,1.00
10334,123,2026-04-14 03:10:54.067+00,2.25
6152,53,2025-06-17 22:01:32.318+00,1.16666666
10128,34,2026-01-23 14:32:32.847+00,0.666666666666666
1968,167,2025-04-17 20:40:08.855+00,3.000000000000000
6335,118,2026-02-04 22:27:23.803+00,2.25
3147,109,2025-03-27 20:16:32.089+00,2.25
5347,48,2025-12-16 13:37:34.337+00,1
827,31,2024-12-03 14:23:47.767+00,0.666666666666666
5347,48,2025-12-16 13:37:34.337+00,1
449,123,2026-02-20 15:21:19.609+00,2.25
5523,123,2026-05-29 22:29:03.779+00,2.25
11852,181,2026-05-13 18:45:32.199+00,3
9150,31,2025-11-11 01:15:13.141+00,0.666666666666666
11852,181,2026-05-13 18:45:32.221+00,3
6950,70,2025-11-05 00:28:51.132+00,1.333333333333334
9369,58,2025-12-10 22:30:12.938+00,1.083333333333332
2514,181,2024-11-22 22:09:34.705+00,3
2156,210,2025-12-19 20:54:25.725+00,3.416666666666666
7058,107,2025-12-18 19:51:14.193+00,2.145833333333334
7924,181,2026-03-23 18:08:52.57+00,3.0
1416,109,2024-07-02 19:06:17.07+00,2.25
5341,176,2025-06-26 21:38:19.644+00,3
2854,167,2025-07-24 16:37:31.048+00,3
6599,41,2025-07-23 21:24:59.873+00,0.895833333333334
7716,110,2025-09-26 21:22:42.129+00,2.145833333333332
9318,123,2026-03-26 20:48:56.439+00,2.25
2894,167,2025-01-29 19:44:28.764+00,3
633,167,2024-07-08 17:10:41.718+00,3
2159,115,2024-10-08 13:03:42.276+00,2.25
598,109,2024-02-01 21:34:46.905+00,1.82
685,120,2024-03-26 16:11:37.173+00,2.579999999999997
2162,43,2024-10-10 20:03:43.256+00,0.916666666666666
443,90,2023-12-08 21:38:04.335+00,1.75
685,120,2024-03-26 16:11:37.182+00,2.579999999999997
429,180,2024-09-19 17:17:49.333+00,3.416666666666668
11486,123,2026-04-14 13:59:48.365+00,2.25
5334,31,2025-08-08 17:25:46.887+00,0.666666666666666
6152,53,2025-06-17 22:01:32.393+00,1.166666666666666
10234,123,2026-04-15 00:54:06.225+00,2.25
9627,29,2025-12-07 07:13:05.924+00,0.583333333333334
6523,123,2026-03-17 18:28:35.304+00,2.250000000000000
5341,176,2025-06-26 21:38:19.629+00,3.000000000000000
9627,29,2025-12-07 07:13:05.924+00,0.583333333333334
7317,17,2026-04-16 15:15:43.582+00,0.583333333333332
7317,17,2026-04-16 15:15:43.582+00,0.583333333333332
2604,115,2024-11-14 15:38:47.87+00,1.916666666666666
6657,176,2025-07-17 19:36:32.467+00,3
3936,140,2026-06-06 15:47:53.286+00,2.666666666666668
8612,31,2025-10-08 21:58:03.425+00,0.666666666666664
2675,122,2026-03-17 20:04:07.135+00,2.208333333333334
2675,122,2026-03-17 20:04:07.153+00,2.208333333333334
9150,31,2025-11-11 01:15:13.157+00,0.666666666666666
7760,176,2025-09-09 21:52:09.844+00,3.00
5506,109,2025-07-28 16:51:26.338+00,2.250000000000000
11268,72,2026-03-22 21:02:17.206+00,1.333333333333334
11394,123,2026-06-20 21:52:52.41+00,2.25
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
11394,123,2026-06-20 21:52:52.41+00,2.25
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
7764,131,2026-06-24 20:07:51.604+00,2.333333333333334
492,0,2026-03-24 15:20:40.978+00,0.416666666666668
3190,123,2026-03-17 20:50:35.805+00,2.25
3190,123,2026-03-17 20:50:35.805+00,2.25
7104,37,2026-04-16 15:37:12.661+00,0.8125
10491,141,2026-04-16 15:47:40.757+00,2.583333333333332
9314,210,2025-11-19 15:42:26.729+00,3.416666666666666
9289,118,2025-11-17 05:51:58.211+00,2.25
11521,54,2026-04-21 14:25:39.545+00,1.083333333333334
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
8635,28,2026-01-21 14:45:39.594+00,0.666666666666666
7104,37,2026-04-16 15:37:12.661+00,0.8125
9230,197,2026-05-15 16:25:30.245+00,3.25
11394,123,2026-06-20 21:57:09.969+00,2.25
7764,131,2026-06-24 20:07:51.604+00,2.333333333333334
748,31,2026-02-22 16:57:45.023+00,0.666666666666666
9610,181,2026-01-11 17:00:17.787+00,3
10549,181,2026-02-09 19:57:32.133+00,3.00
11521,54,2026-04-19 14:23:38.99+00,1.083333333333336
11451,211,2026-04-21 14:42:54.495+00,3.583333333333334
11451,211,2026-04-21 14:42:54.516+00,3.583333333333332
3147,109,2025-03-27 20:16:32.1+00,2.250000000000002
4083,123,2025-04-28 17:40:56.501+00,2.250000000000000
11202,88,2026-04-27 18:28:54.883+00,1.666666666666668
10653,29,2026-02-25 16:50:18.09+00,0.666666666666666
11859,123,2026-05-15 16:52:49.989+00,2.25
11075,118,2026-02-27 13:27:42.876+00,2.25
6719,84,2026-04-27 17:52:26.94+00,1.583333333333334
11859,123,2026-05-15 16:52:49.989+00,2.25
8790,53,2025-10-20 16:18:52.922+00,1.000000000000002
6812,9,2026-02-27 20:57:37.058+00,0.333333333333332
6812,9,2026-02-27 20:57:37.039+00,0.333333333333332
8142,123,2026-02-26 17:26:38.785+00,2.250000000000002
10182,176,2026-01-22 17:12:33.061+00,3.00
1963,29,2026-02-28 17:33:16.088+00,0.666666666666666
1963,29,2026-02-28 17:33:16.088+00,0.666666666666666
11075,118,2026-02-27 13:27:42.876+00,2.25
429,15,2024-09-19 17:22:35.635+00,0.586666666666666
429,15,2024-09-19 17:22:35.643+00,0.58666666666667
429,15,2024-09-19 17:22:35.542+00,0.576666666666664
429,15,2024-09-19 17:22:35.606+00,0.58666666666667
429,15,2024-09-19 17:22:35.599+00,0.586666666666666
429,15,2024-09-19 17:22:35.592+00,0.58666666666667
8266,181,2025-09-22 20:59:04.126+00,3
5194,140,2025-10-14 15:52:10.558+00,2.416666666666668
429,15,2024-09-19 17:22:35.571+00,0.58666666666667
6276,31,2025-06-20 15:17:38.013+00,0.666666666666666
483,74,2025-05-27 22:27:37.076+00,1.958333333333336
1850,31,2024-08-12 20:36:12.162+00,0.666666666666664
2894,167,2025-01-29 19:44:28.753+00,3
429,15,2024-09-19 17:22:35.549+00,0.586666666666666
450,52,2025-09-26 19:28:15.648+00,1.083333333333334
7661,73,2025-09-29 21:28:00.867+00,1.333333333333334
2911,115,2025-03-05 16:54:18.855+00,2.145833333333334
919,109,2024-04-22 15:33:06.709+00,2.25
7880,51,2025-10-10 01:02:29.764+00,1
1968,167,2025-04-17 20:40:08.865+00,3.000000000000000
7527,123,2026-05-15 17:03:09.883+00,2.25
1084,123,2024-05-01 20:52:11.464+00,2.149999999999999
788,190,2025-10-29 18:01:16.066+00,3.416666666666668
788,190,2025-10-29 18:01:16.112+00,3.416666666666666
788,190,2025-10-29 18:01:16.081+00,3.416666666666664
788,190,2025-10-29 18:01:16.128+00,3.416666666666668
466,213,2024-03-07 19:47:12.947+00,3.58
5643,123,2025-10-25 16:48:01.9+00,2.25
815,31,2024-04-03 15:36:18.491+00,0.67
1111,31,2024-10-29 19:27:25.292+00,0.666666666666666
8835,118,2025-10-21 19:24:52.038+00,2.25
8385,123,2025-09-24 21:42:29.153+00,2.25
7954,78,2025-09-16 18:33:09.353+00,1.416666666666666
6901,29,2026-03-14 14:45:58.449+00,0.666666666666666
9377,127,2025-11-21 18:30:57.066+00,2.416666666666666
2057,167,2025-11-25 22:18:51.869+00,3
2101,0,2026-05-11 15:24:18.649+00,0.416666666666666
1734,202,2025-09-15 21:56:36.571+00,3.416666666666666
2057,167,2025-11-25 23:43:55.392+00,3.000000000000000
9559,123,2025-12-04 15:09:59.784+00,2.25
7513,123,2025-12-01 17:18:58.831+00,2.25
7513,123,2025-12-01 17:18:58.831+00,2.25
9052,123,2025-11-10 11:52:57.485+00,2.25
5194,140,2025-10-14 15:52:10.586+00,2.416666666666666
9094,213,2025-11-05 12:10:55.069+00,3.416666666666666
9502,127,2025-12-03 22:42:11.743+00,2.416666666666664
9502,127,2025-12-03 22:42:11.726+00,2.416666666666664
1018,109,2024-04-16 18:36:16.05+00,2.25
9200,181,2025-11-14 21:25:56.125+00,3.00
8512,101,2025-12-15 12:36:25.052+00,2.145833333333332
9771,118,2025-12-22 00:05:17.514+00,2.25
6901,29,2026-03-14 14:45:58.449+00,0.666666666666666
6215,181,2026-04-28 16:25:07.538+00,3
5194,113,2025-10-14 15:52:10.544+00,2
6215,181,2026-04-28 16:25:07.579+00,3.0
6215,181,2026-04-28 16:25:07.599+00,3
12164,11,2026-06-24 20:25:33.966+00,0.333333333333334
1850,31,2024-08-12 20:36:12.176+00,0.666666666666666
1421,109,2024-09-04 15:41:22.942+00,2.246666666666664
1884,31,2024-11-11 19:11:12.907+00,0.666666666666664
12164,11,2026-06-24 20:25:33.966+00,0.333333333333334
2356,31,2025-05-01 22:11:05.924+00,0.666666666666666
12164,11,2026-06-24 20:25:33.966+00,0.333333333333332
6286,88,2025-08-11 21:44:03.606+00,1.75
788,190,2025-10-29 18:01:16.176+00,3.416666666666666
2132,31,2024-09-16 15:32:36.248+00,0.666666666666666
2303,31,2024-11-15 22:07:12.667+00,0.666666666666666
2919,31,2025-10-13 19:57:23.183+00,0.666666666666666
3238,31,2025-10-02 12:24:04.146+00,0.666666666666666
7716,110,2025-09-26 21:22:42.113+00,2.145833333333334
7760,176,2025-09-09 21:56:32.768+00,3
8200,66,2025-09-22 17:39:10.57+00,1.333333333333334
7070,90,2025-08-11 14:14:54.031+00,2.0
2346,123,2025-08-08 20:15:14.365+00,2.25
5379,176,2025-06-18 23:16:10.493+00,3.0
11108,0,2026-04-30 16:56:17.334+00,0.41666667
788,190,2025-10-29 18:01:16.096+00,3.416666666666668
9200,181,2025-11-14 21:25:56.11+00,3
10630,0,2026-02-18 10:35:44.805+00,0.833333333333334
11094,29,2026-03-01 16:39:35.445+00,0.666666666666664
9151,123,2026-06-21 17:48:51.577+00,2.25
9151,123,2026-06-21 17:48:51.577+00,2.25
12164,11,2026-06-24 20:25:33.966+00,0.333333333333334
8830,104,2025-10-23 14:00:08.941+00,2.0
4898,109,2025-11-26 16:39:10.376+00,2.25
477,67,2025-12-03 17:15:19.514+00,1.333333333333334
9447,122,2025-11-26 19:12:13.395+00,2.166666666666666
8354,96,2025-11-03 13:46:36.968+00,1.75
445,167,2023-12-08 22:55:02.987+00,3.000000000000000
9502,127,2025-12-03 22:42:11.71+00,2.416666666666666
6143,118,2025-11-17 20:57:46.493+00,2.25
9413,118,2025-11-24 23:17:03.122+00,2.250000000000000
8882,31,2025-11-19 18:09:21.708+00,0.666666666666668
470,0,2026-05-01 00:11:16.645+00,0.416666666666666
10724,181,2026-03-27 13:43:34.646+00,3
6457,123,2026-06-12 15:07:36.337+00,2.25
6681,157,2026-05-21 20:23:47.361+00,2.833333333333334
9440,123,2025-11-25 23:22:41.17+00,2.25
12036,181,2026-06-02 16:36:52.015+00,3
779,31,2026-03-27 13:44:47.047+00,0.666666666666666
7900,211,2025-10-07 15:17:23.497+00,3.500000000000000
779,31,2026-03-27 13:44:47.029+00,0.666666666666666
9301,123,2026-01-10 20:50:35.874+00,2.25
6215,106,2026-03-02 17:17:44.585+00,2.166666666666666
9418,116,2026-03-14 21:54:01.109+00,2.166666666666666
9264,115,2026-05-07 14:14:58.107+00,2.145833333333332
4985,31,2026-03-18 15:58:31.544+00,0.666666666666666
10630,0,2026-02-18 10:35:44.805+00,0.833333333333334
8830,104,2025-10-23 14:00:08.92+00,2
6812,11,2026-03-02 19:14:56.235+00,0.333333333333334
6812,11,2026-03-02 19:14:56.217+00,0.333333333333334
6812,11,2026-03-02 19:14:56.252+00,0.333333333333334
5194,140,2025-10-14 15:52:10.572+00,2.416666666666666
6215,106,2026-03-02 17:17:44.534+00,2.166666666666668
6215,106,2026-03-02 17:17:44.551+00,2.166666666666666
6215,106,2026-03-02 17:17:44.568+00,2.166666666666668
10630,0,2026-02-18 10:35:44.805+00,0.833333333333334
5262,123,2026-04-03 18:56:09.651+00,2.250000000000000
11291,123,2026-06-02 18:45:18.977+00,2.25
10128,58,2026-04-01 14:51:13.025+00,1.083333333333334
11995,111,2026-05-25 21:55:52.3+00,1.916666666666666
6570,123,2026-05-08 20:24:57.545+00,2.25
11982,58,2026-05-24 22:38:56.04+00,1.083333333333334
7613,123,2026-05-22 18:33:21.215+00,2.25
11191,123,2026-05-10 21:45:02.031+00,2.25
11299,138,2026-04-01 15:54:31.739+00,2.583333333333334
8519,161,2026-03-24 22:09:47.136+00,2.666666666666666
8682,51,2026-04-01 16:40:20.202+00,1
10056,123,2026-04-01 15:47:29.471+00,2.25
10495,115,2026-04-01 19:36:57.184+00,2.145833333333334
11314,181,2026-04-03 03:25:21.097+00,3.00
10534,123,2026-04-02 20:16:09.692+00,2.25
10090,99,2026-04-01 17:56:06.869+00,1.666666666666666
11659,143,2026-05-27 20:48:13.095+00,2.583333333333334
11867,238,2026-05-08 04:29:48.917+00,3.75
7267,115,2026-05-26 14:39:41.384+00,2.145833333333334
7267,115,2026-05-26 14:39:41.422+00,2.145833333333334
12006,123,2026-05-26 16:37:30.829+00,2.25
11659,143,2026-05-27 20:48:13.095+00,2.583333333333332
7975,63,2026-02-24 21:51:41.317+00,1.270833333333334
10668,123,2026-02-24 19:49:42.835+00,2.25
10668,123,2026-02-24 19:49:42.835+00,2.25
11497,123,2026-05-27 21:33:20.461+00,2.25
11497,123,2026-05-27 21:33:20.461+00,2.25
10725,123,2026-02-24 15:46:17.283+00,2.250000000000000
9643,71,2026-06-22 12:26:24.892+00,1.416666666666666
9643,71,2026-06-22 12:26:24.892+00,1.416666666666666
11946,181,2026-06-05 01:50:38.207+00,3
9831,0,2026-03-21 15:08:39.112+00,0.416666666666668
11659,143,2026-05-27 20:48:13.095+00,2.583333333333334
10231,181,2026-02-24 22:02:26.984+00,3
836,115,2025-09-10 16:48:42.401+00,2.145833333333334
8499,111,2026-05-11 23:41:15.686+00,2.166666666666666
11241,181,2026-03-19 15:59:16.967+00,3.00
10007,123,2026-01-25 18:47:32.897+00,2.25
7746,28,2025-09-28 12:56:46.43+00,0.666666666666668
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
492,0,2026-03-24 15:20:40.978+00,0.416666666666668
10269,106,2026-04-08 14:17:31.566+00,2.166666666666666
5136,123,2026-06-09 15:08:30.185+00,2.25
5136,123,2026-06-09 15:08:30.185+00,2.25
10728,119,2026-02-24 20:50:13.011+00,2
7527,123,2026-05-15 17:03:09.841+00,2.25
7527,123,2026-05-15 17:03:09.862+00,2.25
8804,123,2026-04-07 13:39:57.048+00,2.25
6583,0,2026-04-08 14:33:07.681+00,0.416666666666666
6583,0,2026-04-08 14:33:07.681+00,0.416666666666666
5136,123,2026-06-09 15:08:30.185+00,2.25
10729,181,2026-05-13 19:12:40.323+00,3
6583,0,2026-04-08 14:33:07.681+00,0.416666666666666
6583,0,2026-04-08 14:33:07.681+00,0.416666666666666
6583,0,2026-04-08 14:33:07.681+00,0.416666666666666
6583,0,2026-04-08 14:33:07.681+00,0.416666666666666
10245,194,2026-04-06 16:05:35.285+00,2.666666666666664
10245,194,2026-04-06 16:05:35.265+00,2.666666666666664
9842,181,2026-04-08 16:02:49.974+00,3.0
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
429,15,2024-09-19 17:22:35.585+00,0.586666666666666
9842,181,2026-04-08 16:02:50.009+00,3.0
10495,115,2026-04-01 19:36:57.222+00,2.145833333333334
10328,118,2026-04-08 20:05:21.779+00,2.250000000000000
449,123,2026-02-20 15:21:19.589+00,2.25
9477,96,2026-04-10 11:57:16.787+00,1.833333333333334
11963,123,2026-05-19 02:25:53.556+00,2.25
10495,115,2026-04-01 19:36:57.203+00,2.145833333333332
10495,115,2026-04-01 19:36:57.243+00,2.145833333333334
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
492,0,2026-03-24 15:20:40.978+00,0.416666666666666
6583,0,2026-04-08 14:33:07.681+00,0.416666666666666
5334,31,2025-08-08 17:25:46.902+00,0.666666666666664
10402,121,2026-04-10 09:40:37.926+00,2.25
10059,31,2026-04-13 14:23:37.298+00,0.666666666666666
11466,123,2026-04-10 20:18:37.107+00,2.25
1059,136,2026-04-13 19:04:14.874+00,2.333333333333334
11451,51,2026-04-13 14:15:16.606+00,1.00
11451,51,2026-04-13 14:15:16.606+00,1
11451,51,2026-04-13 14:15:16.606+00,1
11451,51,2026-04-13 14:15:16.606+00,1
1059,136,2026-04-13 19:04:14.874+00,2.333333333333334
10059,31,2026-04-13 14:23:37.317+00,0.666666666666666
11466,123,2026-04-10 20:18:37.126+00,2.25
11533,115,2026-04-13 15:49:02.093+00,2.145833333333334
9489,240,2026-04-14 02:30:12.142+00,3.75
10334,123,2026-04-14 03:10:54.048+00,2.25
10329,122,2026-04-15 01:03:58.56+00,2.25
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11299,138,2026-03-24 17:24:50.893+00,2.583333333333334
11289,0,2026-04-14 04:50:51.972+00,0.416666666666664
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666664
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666664
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666664
9368,54,2026-04-14 01:52:21.549+00,1.3125
7717,110,2026-04-15 23:15:19.338+00,2.145833333333334
11405,0,2026-04-23 13:04:26.915+00,0.416666666666666
12167,28,2026-06-25 09:34:45.701+00,0.666666666666668
9339,155,2026-04-16 01:26:25.138+00,2.833333333333334
9339,155,2026-04-16 01:26:25.138+00,2.833333333333336
12014,123,2026-05-27 17:32:23.121+00,2.25
8241,123,2026-04-15 16:53:24.296+00,2.25
11574,123,2026-04-16 01:54:27.97+00,2.250000000000000
11574,123,2026-04-16 01:54:27.97+00,2.25
8179,71,2026-03-05 18:36:19.107+00,1.333333333333334
10534,123,2026-02-10 01:13:25.965+00,2.25
10534,123,2026-02-10 01:13:25.929+00,2.25
11365,123,2026-04-07 21:31:46.164+00,2.250000000000000
5678,15,2025-05-13 22:43:05.695+00,0.395833333333334
5678,15,2025-05-13 22:43:05.706+00,0.395833333333334
10003,181,2026-01-22 18:50:48.087+00,3.0
5678,15,2025-05-13 22:43:05.716+00,0.395833333333334
9213,123,2026-01-14 16:11:56.779+00,2.25
2077,123,2026-04-08 16:22:49.657+00,2.250000000000002
10113,123,2026-01-28 20:35:17.05+00,2.25
9645,181,2026-01-23 14:47:03.952+00,3.00
12167,28,2026-06-25 09:34:45.701+00,0.666666666666668
12167,28,2026-06-25 09:34:45.701+00,0.666666666666668
8640,151,2026-04-16 13:25:52.127+00,2.666666666666666
8640,151,2026-04-16 13:25:52.127+00,2.666666666666666
8640,151,2026-04-16 13:25:52.127+00,2.666666666666666
8640,151,2026-04-16 13:25:52.127+00,2.666666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11947,0,2026-05-20 14:42:24.785+00,0.416666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11947,0,2026-05-20 14:42:24.785+00,0.416666666666666
12167,28,2026-06-25 09:34:45.701+00,0.666666666666668
12167,28,2026-06-25 09:34:45.701+00,0.666666666666668
7104,32,2026-04-16 15:37:12.661+00,0.75
11947,0,2026-05-20 14:42:24.785+00,0.416666666666666
9925,69,2026-04-19 14:40:43.908+00,1.333333333333332
10399,123,2026-04-13 14:31:02.963+00,2.25
9650,123,2026-04-19 13:54:10.466+00,2.25
11947,0,2026-05-20 14:42:24.785+00,0.416666666666666
12167,28,2026-06-25 09:34:45.701+00,0.666666666666668
11947,0,2026-05-20 14:42:24.785+00,0.416666666666666
11947,0,2026-05-20 14:42:24.785+00,0.416666666666668
11947,0,2026-05-20 14:42:24.785+00,0.416666666666666
8640,52,2026-04-19 06:50:12.575+00,0.916666666666666
12167,28,2026-06-25 09:34:45.701+00,0.666666666666668
9955,115,2026-04-20 16:32:32.508+00,2.145833333333332
12167,102,2026-06-25 09:34:45.701+00,0.666666666666668
11647,123,2026-04-21 20:21:44.855+00,2.25
11947,0,2026-05-20 14:42:24.785+00,0.416666666666666
11947,0,2026-05-20 14:42:24.785+00,0.416666666666666
11947,0,2026-05-20 14:42:24.785+00,0.416666666666666
12167,51,2026-06-25 11:10:46.948+00,1.083333333333334
11947,0,2026-05-20 14:42:24.785+00,0.416666666666666
9955,115,2026-04-20 16:32:32.508+00,2.145833333333334
9855,181,2026-01-28 22:23:43.174+00,3
8891,123,2026-01-29 13:50:38.516+00,2.25
7899,181,2026-02-05 21:06:08.201+00,3
7899,181,2026-02-05 21:06:08.224+00,3
496,144,2026-02-03 14:03:38.051+00,2.833333333333332
8892,123,2026-01-16 17:20:31.194+00,2.25
496,144,2026-02-03 14:03:38.084+00,2.833333333333334
4900,155,2026-02-18 17:15:28.142+00,2.583333333333334
10056,123,2026-02-17 17:21:00.113+00,2.25
11646,123,2026-04-19 20:49:34.419+00,2.250000000000000
9703,46,2026-02-06 15:45:28.48+00,0.916666666666666
9703,46,2026-02-06 15:45:28.496+00,0.916666666666666
11630,123,2026-04-23 17:44:26.792+00,2.25
11701,181,2026-04-24 14:53:25.776+00,3.00
11859,123,2026-05-20 17:17:18.067+00,2.25
12168,113,2026-06-25 12:12:55.571+00,2.25
11289,0,2026-04-14 04:50:51.972+00,0.416666666666666
11289,0,2026-04-14 04:50:51.972+00,0.416666666666664
11108,123,2026-04-24 21:11:32.346+00,2.25
11289,0,2026-04-14 04:50:51.972+00,0.416666666666664
2101,0,2026-05-11 15:24:18.649+00,0.416666666666666
