Id,LocationId,Status,ServiceStartDate
2874,11,CHURN,2025-01-12 00:00:00+00:00
7902,121,RECURRING_SUBSCRIPTION,2025-10-30 00:00:00+00:00
2878,64,LEAD,
12039,139,LEAD,
11605,122,LEAD,
2647,63,CHURN,2025-01-20 00:00:00+00:00
9746,121,WARM_LEAD,2025-12-18 00:00:00+00:00
776,17,FREEMIUM,2024-03-17 00:00:00+00:00
2893,54,FREEMIUM,
2608,17,FREEMIUM,
7675,97,LEAD,
2144,51,WARM_LEAD,2025-05-11 00:00:00+00:00
2902,49,FREEMIUM,2025-05-23 00:00:00+00:00
2896,41,ON_DEMAND_SUBSCRIPTION,2025-02-06 00:00:00+00:00
6234,42,LEAD,
5380,75,RECURRING_SUBSCRIPTION,2025-12-09 00:00:00+00:00
9673,50,LEAD,
2863,16,WARM_LEAD,2025-01-05 00:00:00+00:00
2884,64,TRIAL,2025-01-26 00:00:00+00:00
6114,64,TRIAL,2025-05-27 00:00:00+00:00
2900,64,LEAD,
7529,114,LEAD,
364,10,TRIAL,2023-10-22 00:00:00+00:00
5833,76,FREEMIUM,
7720,120,LEAD,
2931,1,TRIAL,2025-02-02 00:00:00+00:00
2913,49,FREEMIUM,2025-05-09 00:00:00+00:00
5640,76,FREEMIUM,
4399,17,FREEMIUM,
9918,140,LEAD,
3712,66,LEAD,
2926,49,FREEMIUM,
7899,121,RECURRING_SUBSCRIPTION,2025-09-24 00:00:00+00:00
7823,121,ON_DEMAND_SUBSCRIPTION,2025-09-16 00:00:00+00:00
7901,122,LEAD,
2887,64,TRIAL,2025-01-12 00:00:00+00:00
7900,121,RECURRING_SUBSCRIPTION,2025-09-08 00:00:00+00:00
7878,122,WARM_LEAD,2025-09-14 00:00:00+00:00
7819,123,CHURN,2025-11-16 00:00:00+00:00
4401,17,FREEMIUM,
9823,121,WARM_LEAD,2025-12-28 00:00:00+00:00
11150,122,LEAD,
3182,17,FREEMIUM,
5855,76,FREEMIUM,
9876,122,RECURRING_SUBSCRIPTION,2026-03-11 00:00:00+00:00
7925,121,CHURN,2025-12-29 00:00:00+00:00
6115,16,LEAD,
2925,64,LEAD,
5856,76,FREEMIUM,
11892,191,LEAD,
2922,64,WARM_LEAD,2025-01-10 00:00:00+00:00
6952,42,LEAD,
5327,42,WARM_LEAD,2025-09-28 00:00:00+00:00
6936,42,LEAD,
5560,64,WARM_LEAD,2025-05-11 00:00:00+00:00
7794,123,CHURN,2025-09-05 00:00:00+00:00
10096,140,CHURN,
6173,75,LEAD,
7006,42,LEAD,
6542,17,LEAD,2026-02-07 00:00:00+00:00
4230,17,FREEMIUM,
6578,17,CHURN,2026-02-05 00:00:00+00:00
12040,142,LEAD,
2935,60,COLD_LEAD,
2939,64,LEAD,
2950,64,LEAD,
2951,64,LEAD,
2940,64,LEAD,
9784,11,LEAD,
9589,133,LEAD,
356,10,TRIAL,2023-10-15 00:00:00+00:00
601,11,CHURN,2024-02-04 00:00:00+00:00
7989,122,ON_DEMAND_SUBSCRIPTION,2026-01-18 00:00:00+00:00
2963,48,FREEMIUM,
3507,44,FREEMIUM,2025-04-28 00:00:00+00:00
2958,64,LEAD,
2970,64,TRIAL,2025-03-10 00:00:00+00:00
5561,64,LEAD,
2960,16,LEAD,
2961,55,LEAD,
5238,68,FREEMIUM,
2975,11,COLD_LEAD,
11608,121,RECURRING_SUBSCRIPTION,
3074,68,TRIAL,2025-03-11 00:00:00+00:00
3030,16,LEAD,
7928,121,LEAD,
6391,92,LEAD,
2959,17,FREEMIUM,
7939,122,LEAD,
7940,122,LEAD,
7930,122,LEAD,
8020,122,LEAD,
7927,121,ON_DEMAND_SUBSCRIPTION,2025-09-22 00:00:00+00:00
7945,123,ON_DEMAND_SUBSCRIPTION,2025-10-27 00:00:00+00:00
5850,76,FREEMIUM,
5305,66,LEAD,
9785,133,LEAD,
5835,76,FREEMIUM,
11893,191,TRIAL,
4247,17,FREEMIUM,
2701,1,CHURN,2026-03-18 00:00:00+00:00
8003,122,RECURRING_SUBSCRIPTION,2025-09-15 00:00:00+00:00
2974,64,LEAD,
7975,123,RECURRING_SUBSCRIPTION,2026-01-16 00:00:00+00:00
12041,77,LEAD,
7988,121,LEAD,
4248,17,FREEMIUM,
7974,123,LEAD,
7976,123,LEAD,
8017,122,LEAD,2026-03-26 00:00:00+00:00
7978,122,LEAD,
7980,121,LEAD,
7990,123,LEAD,
7993,122,LEAD,
8018,121,LEAD,
9706,42,CHURN,2025-12-22 00:00:00+00:00
2969,64,COLD_LEAD,2025-01-25 00:00:00+00:00
8001,122,LEAD,
2957,64,WARM_LEAD,2025-01-11 00:00:00+00:00
5641,73,WARM_LEAD,2025-07-20 00:00:00+00:00
2971,57,COLD_LEAD,
2964,64,TRIAL,2025-04-06 00:00:00+00:00
5851,76,FREEMIUM,
5846,76,WARM_LEAD,
5848,76,FREEMIUM,
11575,153,LEAD,
3917,48,WARM_LEAD,2025-06-16 00:00:00+00:00
2956,4,COLD_LEAD,
2983,44,FREEMIUM,
2047,47,ON_DEMAND_SUBSCRIPTION,2024-10-20 00:00:00+00:00
6392,92,LEAD,
3026,41,FREEMIUM,
2986,64,TRIAL,2025-02-09 00:00:00+00:00
798,17,FREEMIUM,
11465,139,LEAD,
2988,64,LEAD,
2989,64,LEAD,
336,10,CHURN,2023-09-24 00:00:00+00:00
4358,17,FREEMIUM,
5864,76,FREEMIUM,2025-10-20 00:00:00+00:00
5861,76,FREEMIUM,
2981,4,COLD_LEAD,
5429,68,LEAD,
2980,44,TRIAL,2025-01-14 00:00:00+00:00
5240,68,FREEMIUM,
8164,123,TRIAL,2026-03-23 00:00:00+00:00
6417,93,LEAD,
4359,17,FREEMIUM,
2583,63,FREEMIUM,
3016,54,FREEMIUM,
8007,122,LEAD,
11374,123,LEAD,
8053,122,CHURN,2025-10-08 00:00:00+00:00
5863,76,FREEMIUM,
5865,76,FREEMIUM,
7929,121,CHURN,2025-09-15 00:00:00+00:00
8153,121,LEAD,
8160,123,LEAD,
2984,60,COLD_LEAD,2025-02-02 00:00:00+00:00
8161,121,LEAD,
9591,133,LEAD,
3004,55,COLD_LEAD,
5866,76,FREEMIUM,
3002,16,RECURRING_SUBSCRIPTION,2025-01-26 00:00:00+00:00
1009,4,CHURN,2024-06-23 00:00:00+00:00
3003,16,LEAD,
3000,1,COLD_LEAD,
5867,76,FREEMIUM,
1754,42,CHURN,2025-09-18 00:00:00+00:00
11894,139,LEAD,
5306,66,LEAD,
5562,64,LEAD,
3012,64,LEAD,
316,1,CHURN,2023-09-17 00:00:00+00:00
12042,139,LEAD,
3008,4,COLD_LEAD,
2997,57,COLD_LEAD,
3010,11,COLD_LEAD,
9885,114,WARM_LEAD,2026-01-11 00:00:00+00:00
7633,117,LEAD,
3061,16,LEAD,
8875,42,LEAD,
9592,133,LEAD,
9126,42,RECURRING_SUBSCRIPTION,
3081,68,ON_DEMAND_SUBSCRIPTION,2025-04-06 00:00:00+00:00
11051,122,RECURRING_SUBSCRIPTION,
9124,42,LEAD,
3072,17,CHURN,2025-04-16 00:00:00+00:00
8173,121,LEAD,
8163,122,LEAD,
6393,92,LEAD,
8166,122,LEAD,
8167,121,LEAD,
11895,75,LEAD,
8174,123,LEAD,
8175,123,LEAD,
8176,121,LEAD,
8151,123,TRIAL,2025-09-21 00:00:00+00:00
8120,123,WARM_LEAD,2025-12-16 00:00:00+00:00
8138,122,FROZEN,2025-11-21 00:00:00+00:00
8190,123,TRIAL,2025-11-24 00:00:00+00:00
3043,15,ON_DEMAND_SUBSCRIPTION,2025-01-27 00:00:00+00:00
9119,42,LEAD,
11055,150,LEAD,
3035,11,COLD_LEAD,
3080,4,COLD_LEAD,
3051,1,TRIAL,2025-02-11 00:00:00+00:00
11576,195,LEAD,
3064,17,FREEMIUM,2025-02-09 00:00:00+00:00
5643,76,RECURRING_SUBSCRIPTION,2025-06-30 00:00:00+00:00
3055,16,LEAD,
2637,62,TRIAL,2024-12-22 00:00:00+00:00
10747,51,LEAD,
343,8,CHURN,2023-10-08 00:00:00+00:00
5869,76,FREEMIUM,
4367,17,FREEMIUM,
2686,17,FREEMIUM,
5870,76,FREEMIUM,
5871,76,FREEMIUM,
5872,76,FREEMIUM,
8179,121,RECURRING_SUBSCRIPTION,2026-02-23 00:00:00+00:00
8186,123,TRIAL,2026-01-04 00:00:00+00:00
14,1,CHURN,
11464,139,WARM_LEAD,
3039,1,COLD_LEAD,
5563,64,TRIAL,2025-06-04 00:00:00+00:00
2053,7,CHURN,2024-09-15 00:00:00+00:00
12043,195,WARM_LEAD,
3050,4,COLD_LEAD,
3036,7,COLD_LEAD,2025-02-02 00:00:00+00:00
3095,64,WARM_LEAD,2025-02-23 00:00:00+00:00
3038,4,COLD_LEAD,
3063,16,LEAD,
2904,44,FREEMIUM,
6229,65,LEAD,
9125,42,LEAD,
3160,41,FREEMIUM,
7724,114,LEAD,
8165,122,WARM_LEAD,2026-01-11 00:00:00+00:00
9830,122,LEAD,
9718,121,WARM_LEAD,
9128,42,LEAD,
584,17,FREEMIUM,2025-11-01 00:00:00+00:00
3141,16,LEAD,
11156,140,LEAD,
8586,122,TRIAL,2025-10-09 00:00:00+00:00
2638,63,FREEMIUM,
9960,139,WARM_LEAD,
9919,121,ON_DEMAND_SUBSCRIPTION,2026-01-18 00:00:00+00:00
9134,122,LEAD,
248,1,CHURN,2023-09-03 00:00:00+00:00
7814,121,ON_DEMAND_SUBSCRIPTION,2025-12-14 00:00:00+00:00
9127,42,LEAD,
9130,42,LEAD,
4231,17,FREEMIUM,
9228,121,LEAD,
6782,17,LEAD,
3122,61,FREEMIUM,2025-02-23 00:00:00+00:00
7842,121,RECURRING_SUBSCRIPTION,2026-06-20 00:00:00+00:00
3142,16,LEAD,
6196,53,LEAD,
558,9,CHURN,2024-01-28 00:00:00+00:00
174,8,RECURRING_SUBSCRIPTION,2025-09-18 00:00:00+00:00
3625,65,FREEMIUM,
3148,16,FREEMIUM,
9229,122,LEAD,
3098,11,COLD_LEAD,
11185,140,CHURN,2026-03-15 00:00:00+00:00
3125,64,LEAD,
9593,133,LEAD,
5564,64,LEAD,
9936,91,LEAD,
3105,11,COLD_LEAD,
3123,7,COLD_LEAD,
7634,92,LEAD,
5873,76,FREEMIUM,
8597,122,RECURRING_SUBSCRIPTION,2026-01-23 00:00:00+00:00
3100,4,CHURN,2025-07-09 00:00:00+00:00
11896,53,WARM_LEAD,
3150,16,LEAD,
3131,1,CHURN,2025-04-21 00:00:00+00:00
5431,73,LEAD,
3065,64,TRIAL,2025-03-14 00:00:00+00:00
9781,123,ON_DEMAND_SUBSCRIPTION,2026-01-18 00:00:00+00:00
3110,64,WARM_LEAD,2025-02-24 00:00:00+00:00
12044,73,LEAD,
3143,16,FREEMIUM,
3929,7,COLD_LEAD,
3086,44,ON_DEMAND_SUBSCRIPTION,2025-02-23 00:00:00+00:00
5703,56,TRIAL,2025-05-15 00:00:00+00:00
7548,114,ON_DEMAND_SUBSCRIPTION,2025-10-12 00:00:00+00:00
3197,1,TRIAL,2025-03-02 00:00:00+00:00
9235,121,LEAD,
9222,121,LEAD,
6277,62,LEAD,
1802,53,FREEMIUM,2025-10-25 00:00:00+00:00
9238,121,LEAD,
3931,68,FREEMIUM,
3238,44,RECURRING_SUBSCRIPTION,2025-10-02 00:00:00+00:00
11897,77,LEAD,
2996,61,ON_DEMAND_SUBSCRIPTION,2025-01-21 00:00:00+00:00
1928,53,FREEMIUM,2026-03-07 00:00:00+00:00
3195,55,LEAD,
5531,61,LEAD,
5631,76,FREEMIUM,
3925,68,CHURN,2025-04-15 00:00:00+00:00
5532,61,LEAD,
9329,121,LEAD,
9292,121,TRIAL,2025-12-01 00:00:00+00:00
3937,68,FREEMIUM,2025-04-20 00:00:00+00:00
3922,68,FREEMIUM,
10748,8,LEAD,
9254,121,WARM_LEAD,
3927,68,FREEMIUM,
9445,121,LEAD,
7994,122,RECURRING_SUBSCRIPTION,2025-11-17 00:00:00+00:00
10114,140,RECURRING_SUBSCRIPTION,2026-02-08 00:00:00+00:00
9933,123,RECURRING_SUBSCRIPTION,2026-04-13 00:00:00+00:00
6437,7,TRIAL,2025-08-17 00:00:00+00:00
3158,58,TRIAL,2025-03-02 00:00:00+00:00
5875,76,FREEMIUM,2025-12-11 00:00:00+00:00
12045,77,LEAD,
5432,73,WARM_LEAD,2025-07-27 00:00:00+00:00
3780,64,TRIAL,2025-03-20 00:00:00+00:00
3196,57,COLD_LEAD,
3933,69,LEAD,
3935,71,LEAD,
7553,114,LEAD,
5533,61,LEAD,
5535,61,LEAD,
3888,4,CHURN,2025-08-12 00:00:00+00:00
7212,97,CHURN,2025-10-30 00:00:00+00:00
11566,53,RECURRING_SUBSCRIPTION,
138,4,CHURN,2023-08-06 00:00:00+00:00
7636,96,WARM_LEAD,2026-01-11 00:00:00+00:00
3665,65,FREEMIUM,
1375,42,FREEMIUM,
5879,76,LEAD,
2938,42,RECURRING_SUBSCRIPTION,2025-09-09 00:00:00+00:00
5566,16,LEAD,
11057,140,LEAD,
11898,75,LEAD,
9915,123,ON_DEMAND_SUBSCRIPTION,2026-01-11 00:00:00+00:00
10749,153,LEAD,
173,7,CHURN,2025-03-12 00:00:00+00:00
11298,121,WARM_LEAD,2026-03-29 00:00:00+00:00
10557,123,TRIAL,
5880,76,FREEMIUM,
8802,95,ON_DEMAND_SUBSCRIPTION,2026-06-01 00:00:00+00:00
1863,42,FREEMIUM,
6175,7,COLD_LEAD,
4738,15,FREEMIUM,2026-05-31 00:00:00+00:00
11259,139,WARM_LEAD,
7786,117,LEAD,
11577,73,WARM_LEAD,
10130,140,LEAD,
10091,140,WARM_LEAD,
9922,122,RECURRING_SUBSCRIPTION,2026-01-11 00:00:00+00:00
10397,122,RECURRING_SUBSCRIPTION,
11159,122,LEAD,
11312,121,LEAD,
7971,122,CHURN,2025-10-24 00:00:00+00:00
10582,122,LEAD,
5881,76,FREEMIUM,
5882,76,FREEMIUM,
5883,76,FREEMIUM,
9594,133,LEAD,
5884,76,FREEMIUM,
5433,73,WARM_LEAD,2025-05-18 00:00:00+00:00
5885,76,FREEMIUM,
5645,76,FREEMIUM,
5886,76,LEAD,
1653,8,FREEMIUM,2025-04-07 00:00:00+00:00
162,6,FREEMIUM,
1945,53,FREEMIUM,
1943,51,CHURN,2024-09-01 00:00:00+00:00
1969,53,FREEMIUM,
1957,53,FREEMIUM,
1955,51,FREEMIUM,2025-11-24 00:00:00+00:00
11328,63,LEAD,
11346,194,LEAD,
11360,153,LEAD,
11378,139,ON_DEMAND_SUBSCRIPTION,2026-04-01 00:00:00+00:00
11384,151,LEAD,
3416,66,RECURRING_SUBSCRIPTION,2026-04-20 00:00:00+00:00
3882,7,COLD_LEAD,
9595,135,LEAD,
11347,56,WARM_LEAD,
1838,42,FREEMIUM,
6418,93,LEAD,
7998,122,RECURRING_SUBSCRIPTION,2026-03-22 00:00:00+00:00
9188,114,RECURRING_SUBSCRIPTION,2025-11-10 00:00:00+00:00
3865,49,FREEMIUM,2025-03-16 00:00:00+00:00
5482,16,LEAD,
11313,123,WARM_LEAD,
5567,16,LEAD,
5887,76,LEAD,
5888,76,FREEMIUM,
9756,121,WARM_LEAD,2025-12-19 00:00:00+00:00
5889,76,FREEMIUM,
3190,61,RECURRING_SUBSCRIPTION,2025-03-08 00:00:00+00:00
1793,51,FREEMIUM,
10750,77,LEAD,
11058,149,LEAD,
11095,153,LEAD,
11192,133,LEAD,
4460,17,FREEMIUM,
11284,169,LEAD,
11218,66,LEAD,
12046,195,LEAD,
6247,73,WARM_LEAD,2025-07-20 00:00:00+00:00
7303,104,ON_DEMAND_SUBSCRIPTION,2025-12-31 00:00:00+00:00
5646,76,FREEMIUM,2025-09-27 00:00:00+00:00
3893,16,LEAD,
3773,60,TRIAL,2025-03-23 00:00:00+00:00
6296,76,LEAD,
5525,6,LEAD,
6466,91,LEAD,2026-04-01 00:00:00+00:00
6395,92,LEAD,
11329,77,LEAD,
11361,139,LEAD,
5647,76,FREEMIUM,
11369,133,LEAD,
3897,57,COLD_LEAD,
5890,76,FREEMIUM,
5891,76,FREEMIUM,
5892,76,FREEMIUM,
5721,73,WARM_LEAD,2025-07-20 00:00:00+00:00
5434,73,WARM_LEAD,2025-07-20 00:00:00+00:00
11578,63,LEAD,
4053,17,FREEMIUM,
11385,181,LEAD,
6339,52,CHURN,2025-11-07 00:00:00+00:00
11266,6,LEAD,
6343,68,LEAD,
11193,6,TRIAL,
11267,51,WARM_LEAD,
3883,11,COLD_LEAD,
11899,11,LEAD,
2656,52,FREEMIUM,2026-02-26 00:00:00+00:00
7554,104,LEAD,
11096,77,WARM_LEAD,
5483,16,LEAD,
11370,104,LEAD,
5568,49,LEAD,
3894,55,LEAD,
11380,104,LEAD,
6176,17,CHURN,2025-12-09 00:00:00+00:00
2065,51,ON_DEMAND_SUBSCRIPTION,2024-09-27 00:00:00+00:00
11168,126,WARM_LEAD,
6342,91,LEAD,
6248,73,WARM_LEAD,2025-07-20 00:00:00+00:00
5896,76,FREEMIUM,
5893,76,FREEMIUM,
10658,63,LEAD,
10751,77,LEAD,
5897,76,FREEMIUM,
11219,66,WARM_LEAD,
2396,61,WARM_LEAD,2024-12-01 00:00:00+00:00
1685,42,TRIAL,2024-12-03 00:00:00+00:00
9981,139,LEAD,
10002,139,WARM_LEAD,2026-01-20 00:00:00+00:00
11314,153,RECURRING_SUBSCRIPTION,
11341,73,TRIAL,
1618,48,FREEMIUM,2026-03-04 00:00:00+00:00
11059,133,WARM_LEAD,
5901,76,FREEMIUM,
9980,139,TRIAL,2026-01-25 00:00:00+00:00
5903,76,FREEMIUM,
5898,76,FREEMIUM,
2021,42,TRIAL,2024-09-09 00:00:00+00:00
5904,76,LEAD,
5899,76,FREEMIUM,
1347,6,CHURN,2025-06-06 00:00:00+00:00
5282,51,FREEMIUM,
852,16,FREEMIUM,
3890,67,COLD_LEAD,2025-11-05 00:00:00+00:00
11330,169,LEAD,
11362,197,WARM_LEAD,2026-03-28 00:00:00+00:00
4451,17,FREEMIUM,
7555,114,WARM_LEAD,2025-10-12 00:00:00+00:00
10752,114,LEAD,
6463,65,LEAD,
5906,76,FREEMIUM,2025-11-20 00:00:00+00:00
2660,42,TRIAL,2024-11-24 00:00:00+00:00
2072,42,CHURN,2024-09-09 00:00:00+00:00
5907,76,FREEMIUM,
4453,17,FREEMIUM,
8540,104,ON_DEMAND_SUBSCRIPTION,2025-10-14 00:00:00+00:00
5484,64,LEAD,
5900,76,FREEMIUM,
5237,61,FREEMIUM,
4454,17,FREEMIUM,
5895,76,FREEMIUM,
5902,76,FREEMIUM,2025-09-03 00:00:00+00:00
5908,76,FREEMIUM,
190,1,CHURN,2023-08-13 00:00:00+00:00
5909,76,FREEMIUM,2025-11-20 00:00:00+00:00
7003,95,LEAD,2025-12-20 00:00:00+00:00
9768,133,RECURRING_SUBSCRIPTION,2025-12-28 00:00:00+00:00
5910,76,FREEMIUM,
5911,76,FREEMIUM,
5913,76,FREEMIUM,
5914,76,FREEMIUM,
12047,77,LEAD,
899,5,COLD_LEAD,
5423,61,WARM_LEAD,2025-04-27 00:00:00+00:00
2522,61,FREEMIUM,
5915,76,FREEMIUM,
5569,73,TRIAL,2025-05-11 00:00:00+00:00
5916,76,FREEMIUM,
9536,133,ON_DEMAND_SUBSCRIPTION,2025-12-14 00:00:00+00:00
2210,42,ON_DEMAND_SUBSCRIPTION,2024-10-02 00:00:00+00:00
3849,60,TRIAL,2025-04-13 00:00:00+00:00
3891,16,LEAD,
6249,73,WARM_LEAD,2025-07-20 00:00:00+00:00
5917,76,FREEMIUM,
3499,44,FREEMIUM,
5905,76,FREEMIUM,
5932,76,FREEMIUM,
3884,57,COLD_LEAD,
1438,4,TRIAL,2024-06-30 00:00:00+00:00
11169,153,LEAD,
6118,16,RECURRING_SUBSCRIPTION,2025-06-01 00:00:00+00:00
6177,66,LEAD,
11220,66,WARM_LEAD,
2665,52,TRIAL,2025-04-20 00:00:00+00:00
10659,52,LEAD,
10161,145,WARM_LEAD,
11315,96,WARM_LEAD,
11242,121,WARM_LEAD,2026-03-22 00:00:00+00:00
11363,122,WARM_LEAD,2026-04-05 00:00:00+00:00
11260,121,WARM_LEAD,2026-04-05 00:00:00+00:00
11348,65,WARM_LEAD,
3729,1,COLD_LEAD,
11060,153,TRIAL,
6962,66,LEAD,2025-11-05 00:00:00+00:00
11098,92,LEAD,
5918,76,FREEMIUM,
5921,76,FREEMIUM,
5922,76,FREEMIUM,
5924,76,FREEMIUM,
3466,44,FREEMIUM,
2677,63,FREEMIUM,
2380,61,TRIAL,2024-11-03 00:00:00+00:00
2411,61,FREEMIUM,2025-06-30 00:00:00+00:00
5485,16,LEAD,
2399,61,ON_DEMAND_SUBSCRIPTION,2024-11-10 00:00:00+00:00
5925,76,FREEMIUM,
5926,76,FREEMIUM,
2387,61,FREEMIUM,
5570,16,LEAD,
6250,4,TRIAL,2025-08-10 00:00:00+00:00
5927,76,FREEMIUM,
5928,76,FREEMIUM,
5929,76,FREEMIUM,
5930,76,FREEMIUM,
11131,177,LEAD,
5724,16,LEAD,
5931,76,FREEMIUM,
11194,133,TRIAL,
3480,44,FREEMIUM,
11900,215,LEAD,
12048,230,LEAD,
11331,121,ON_DEMAND_SUBSCRIPTION,
11386,153,TRIAL,
10234,133,RECURRING_SUBSCRIPTION,
5649,73,WARM_LEAD,2025-07-20 00:00:00+00:00
10753,142,LEAD,
10660,51,LEAD,
3807,11,COLD_LEAD,
3868,11,COLD_LEAD,
6119,5,LEAD,
11304,150,LEAD,
11371,133,LEAD,
9598,121,ON_DEMAND_SUBSCRIPTION,
3574,7,COLD_LEAD,
3548,11,COLD_LEAD,
2603,63,FREEMIUM,2026-02-19 00:00:00+00:00
3562,57,COLD_LEAD,
3528,64,LEAD,
2388,61,FREEMIUM,
3560,4,COLD_LEAD,
3529,64,LEAD,
3561,7,WARM_LEAD,2026-03-01 00:00:00+00:00
3572,58,COLD_LEAD,
11279,191,ON_DEMAND_SUBSCRIPTION,2026-03-22 00:00:00+00:00
2379,61,FREEMIUM,
11901,17,LEAD,
3578,47,FREEMIUM,
5933,76,FREEMIUM,
12049,195,LEAD,
7731,114,TRIAL,2025-10-27 00:00:00+00:00
10754,97,LEAD,
5437,73,WARM_LEAD,2025-07-20 00:00:00+00:00
2381,61,FREEMIUM,
9745,123,CHURN,
2376,61,CHURN,2025-02-18 00:00:00+00:00
2386,61,RECURRING_SUBSCRIPTION,2024-11-07 00:00:00+00:00
4109,17,FREEMIUM,
2369,61,TRIAL,2024-11-12 00:00:00+00:00
2413,61,FREEMIUM,2024-11-17 00:00:00+00:00
3546,66,LEAD,
2391,61,FREEMIUM,2025-05-12 00:00:00+00:00
3542,66,LEAD,
7637,104,LEAD,
3544,66,LEAD,
3545,66,LEAD,
2389,61,FREEMIUM,
5312,64,TRIAL,2025-04-13 00:00:00+00:00
3576,1,COLD_LEAD,2025-03-16 00:00:00+00:00
2412,61,CHURN,2024-12-03 00:00:00+00:00
3543,15,FREEMIUM,2025-03-23 00:00:00+00:00
5486,16,LEAD,
2398,61,FREEMIUM,
3183,64,TRIAL,2025-03-02 00:00:00+00:00
5934,76,FREEMIUM,
2400,61,FREEMIUM,
5571,16,LEAD,
3559,57,COLD_LEAD,
5919,76,FREEMIUM,2025-10-09 00:00:00+00:00
2395,61,FREEMIUM,
5212,1,TRIAL,2025-05-11 00:00:00+00:00
2408,61,FREEMIUM,
10755,97,LEAD,
3567,11,COLD_LEAD,
2405,61,FREEMIUM,
5297,61,LEAD,
5387,61,LEAD,
3573,7,COLD_LEAD,
3577,66,LEAD,
3580,66,LEAD,
3581,64,WARM_LEAD,2025-03-30 00:00:00+00:00
9464,133,RECURRING_SUBSCRIPTION,2025-12-14 00:00:00+00:00
2349,52,FREEMIUM,
2392,61,TRIAL,2024-12-19 00:00:00+00:00
3600,66,LEAD,
3585,66,LEAD,
3586,66,LEAD,
7557,114,LEAD,
5920,76,FREEMIUM,
3592,68,TRIAL,2025-04-08 00:00:00+00:00
5935,76,LEAD,
7732,120,LEAD,
3505,44,FREEMIUM,2025-03-05 00:00:00+00:00
5487,16,LEAD,
3599,66,LEAD,
5936,76,FREEMIUM,
5653,76,FREEMIUM,
3603,66,LEAD,
3587,47,WARM_LEAD,2025-03-31 00:00:00+00:00
3594,66,LEAD,
3595,66,LEAD,
3596,66,LEAD,
3601,66,LEAD,
5961,76,FREEMIUM,
5572,16,LEAD,
10766,97,LEAD,
5962,76,FREEMIUM,
5963,76,FREEMIUM,
11466,104,RECURRING_SUBSCRIPTION,2026-04-12 00:00:00+00:00
2030,53,TRIAL,2024-09-04 00:00:00+00:00
5993,76,FREEMIUM,2025-10-09 00:00:00+00:00
5964,76,FREEMIUM,
5313,64,TRIAL,2025-04-10 00:00:00+00:00
5965,76,FREEMIUM,
5966,76,FREEMIUM,
5967,76,FREEMIUM,
5970,76,FREEMIUM,
801,16,FREEMIUM,
5971,76,FREEMIUM,
5949,76,FREEMIUM,
5950,76,FREEMIUM,
5954,76,FREEMIUM,2025-07-20 00:00:00+00:00
5979,76,FREEMIUM,
5980,76,FREEMIUM,
5981,76,FREEMIUM,
5982,76,FREEMIUM,
9791,94,TRIAL,2025-12-28 00:00:00+00:00
5983,76,FREEMIUM,
5984,76,FREEMIUM,
5985,76,FREEMIUM,
6004,76,FREEMIUM,
5288,53,LEAD,
11902,205,LEAD,
3584,66,LEAD,
3602,66,LEAD,
12050,73,LEAD,
5388,75,LEAD,2025-11-04 00:00:00+00:00
1340,9,WARM_LEAD,2025-05-21 00:00:00+00:00
104,6,FREEMIUM,
3590,7,COLD_LEAD,
2055,52,FREEMIUM,
2103,52,FREEMIUM,2024-09-15 00:00:00+00:00
2613,53,FREEMIUM,
2111,52,TRIAL,2025-02-03 00:00:00+00:00
6003,76,FREEMIUM,
6007,76,FREEMIUM,
6016,76,FREEMIUM,
6017,76,FREEMIUM,
6018,76,FREEMIUM,
6019,76,FREEMIUM,
6020,76,FREEMIUM,
6010,76,FREEMIUM,2025-10-09 00:00:00+00:00
6618,91,LEAD,
6643,91,LEAD,
5296,61,LEAD,
6654,91,LEAD,
6046,76,FREEMIUM,
6026,76,FREEMIUM,
6047,76,FREEMIUM,
6030,76,FREEMIUM,
6032,76,FREEMIUM,
6048,76,FREEMIUM,
6049,76,FREEMIUM,
6033,76,FREEMIUM,
6034,76,FREEMIUM,
6050,76,FREEMIUM,
6035,76,FREEMIUM,
6036,76,FREEMIUM,
6037,76,FREEMIUM,
6038,76,FREEMIUM,
6039,76,FREEMIUM,
6040,76,FREEMIUM,
6041,76,FREEMIUM,
6027,76,WARM_LEAD,2025-10-27 00:00:00+00:00
6023,76,FREEMIUM,2025-06-24 00:00:00+00:00
6728,92,LEAD,
6600,91,LEAD,
6619,91,LEAD,
6634,91,LEAD,
6644,91,LEAD,
6655,91,LEAD,
6467,91,LEAD,2026-03-27 00:00:00+00:00
6052,76,FREEMIUM,
6053,76,FREEMIUM,
6054,76,FREEMIUM,
6056,76,LEAD,
6057,76,FREEMIUM,
6058,76,FREEMIUM,
6059,76,FREEMIUM,
6060,76,FREEMIUM,
6061,76,FREEMIUM,
6374,76,LEAD,
6469,76,LEAD,
6055,76,FREEMIUM,2025-06-19 00:00:00+00:00
6620,91,LEAD,
6635,91,LEAD,
6656,91,LEAD,
6067,76,FREEMIUM,
6068,76,FREEMIUM,
6069,76,FREEMIUM,
6470,91,LEAD,
6636,91,LEAD,
6722,92,LEAD,
6646,91,LEAD,
6623,91,WARM_LEAD,2025-07-20 00:00:00+00:00
6715,92,LEAD,
6733,92,LEAD,
6565,92,LEAD,
6706,92,LEAD,
6682,92,LEAD,
6555,76,LEAD,
