ApartmentId,Date,Value
9585,2025-12-04 14:15:07.336+00,50
9586,2025-12-04 14:21:13.761+00,50
9588,2025-12-04 14:43:21.732+00,50
9591,2025-12-04 14:48:55.253+00,50
9594,2025-12-04 14:55:03.629+00,50
9595,2025-12-04 14:56:55.884+00,50
9596,2025-12-04 15:02:12.161+00,50
9597,2025-12-04 15:02:43.556+00,75
9599,2025-12-04 15:28:51.418+00,50
9600,2025-12-04 15:31:37.358+00,50
9590,2025-12-04 18:23:22.133+00,50
9608,2025-12-04 22:58:04.577+00,75
8342,2025-12-05 16:28:37.028+00,50
9641,2025-12-07 21:31:47.46+00,50
9650,2025-12-08 19:53:57.362+00,50
5648,2025-12-08 20:07:12.924+00,50
9647,2025-12-10 01:25:50.219+00,50
9676,2025-12-12 12:49:10.936+00,50
9677,2025-12-12 12:50:29.593+00,50
9679,2025-12-12 12:56:37.153+00,50
9681,2025-12-12 13:14:39.647+00,50
9682,2025-12-12 13:49:26.036+00,50
9683,2025-12-12 13:51:28.433+00,50
9684,2025-12-12 14:00:32.778+00,50
9685,2025-12-12 14:17:27.777+00,50
9680,2025-12-12 14:27:04.923+00,50
9686,2025-12-12 14:36:04.827+00,50
9687,2025-12-12 14:39:06.901+00,50
9688,2025-12-12 14:56:02.19+00,50
9689,2025-12-12 15:29:07.11+00,50
8487,2025-12-15 17:35:23.88+00,50
9719,2025-12-16 12:44:46.864+00,50
9720,2025-12-16 12:49:35.282+00,50
9721,2025-12-16 12:52:31.343+00,50
2620,2025-12-16 13:07:57.251+00,50
2663,2025-12-16 13:09:48.472+00,50
9722,2025-12-16 13:12:22.413+00,50
9723,2025-12-16 13:24:56.051+00,50
641,2025-12-16 13:33:14.938+00,50
9725,2025-12-16 13:38:39.7+00,50
9726,2025-12-16 13:45:55.492+00,50
2455,2025-12-16 13:49:02.848+00,50
2682,2025-12-16 14:01:59.977+00,50
629,2025-12-16 14:03:52.482+00,50
9641,2025-12-16 14:04:53+00,75
2490,2025-12-16 14:16:16.524+00,50
5202,2025-12-16 14:21:50.096+00,50
480,2025-12-16 14:24:54.059+00,50
9727,2025-12-16 14:53:39.214+00,50
3914,2025-12-16 15:09:30.61+00,50
4789,2025-12-16 15:14:07.176+00,50
514,2025-12-16 15:17:16.987+00,50
9732,2025-12-17 12:32:57.439+00,50
4127,2025-12-17 12:33:02.242+00,50
4560,2025-12-17 12:49:16.693+00,50
9734,2025-12-17 13:02:41.241+00,50
3107,2025-12-17 13:15:07.142+00,50
5085,2025-12-17 13:21:55.324+00,50
4186,2025-12-17 13:27:01.993+00,50
4419,2025-12-17 13:28:02.607+00,50
4371,2025-12-17 13:30:09.097+00,50
9735,2025-12-17 13:32:54.538+00,50
1350,2025-12-17 13:33:40.796+00,50
524,2025-12-17 13:41:41.149+00,50
1196,2025-12-17 13:42:42.492+00,50
4251,2025-12-17 13:48:11.382+00,50
4416,2025-12-17 13:50:52.023+00,50
9736,2025-12-17 13:52:55.979+00,50
523,2025-12-17 13:54:40.845+00,50
4318,2025-12-17 13:56:20.796+00,50
3985,2025-12-17 14:09:16.236+00,50
661,2025-12-17 14:10:17.935+00,50
9738,2025-12-17 14:16:33.553+00,50
9739,2025-12-17 14:19:42.91+00,50
4404,2025-12-17 14:28:02.355+00,50
8819,2025-12-17 14:30:51.403+00,50
4337,2025-12-17 14:31:10.958+00,50
9740,2025-12-17 14:52:43.072+00,50
4224,2025-12-17 14:53:14.844+00,50
4325,2025-12-17 14:54:48.102+00,75
4174,2025-12-17 15:10:03.553+00,50
4034,2025-12-17 15:19:04.942+00,50
534,2025-12-17 15:32:46.458+00,50
9742,2025-12-17 15:34:58.172+00,50
9743,2025-12-17 15:39:01.991+00,50
2621,2025-12-17 15:49:21.719+00,50
9507,2025-12-17 15:51:25.462+00,50
7378,2025-12-20 15:05:47.41+00,75
9771,2025-12-22 00:02:39.885+00,50
9779,2025-12-22 14:01:07.177+00,75
7882,2025-12-23 11:57:30.363+00,50
9793,2025-12-23 12:33:02.901+00,50
9794,2025-12-23 12:39:12.574+00,50
9795,2025-12-23 12:41:25.683+00,50
9796,2025-12-23 12:46:20.768+00,50
9797,2025-12-23 13:05:44.045+00,50
8072,2025-12-23 13:06:40.776+00,50
7856,2025-12-23 13:12:16.64+00,50
9798,2025-12-23 13:20:13.507+00,50
9799,2025-12-23 13:29:58.667+00,50
9800,2025-12-23 13:35:18.081+00,50
8076,2025-12-23 13:35:54.71+00,50
9802,2025-12-23 13:40:16.585+00,50
9801,2025-12-23 13:40:26.673+00,50
7519,2025-12-23 13:57:10.494+00,50
7960,2025-12-23 14:05:09.93+00,50
9804,2025-12-23 14:16:18.281+00,50
7522,2025-12-23 14:19:44.838+00,50
9802,2025-12-23 14:26:39.261+00,75
9806,2025-12-23 14:26:43.421+00,50
8079,2025-12-23 14:28:35.521+00,50
9807,2025-12-23 14:41:17.879+00,50
8699,2025-12-23 14:49:55.071+00,50
9806,2025-12-23 15:03:19.68+00,75
9003,2025-12-24 22:02:35.763+00,50
8144,2025-12-24 22:29:23.498+00,50
7851,2025-12-24 23:26:40.512+00,50
9817,2025-12-25 01:57:04.428+00,50
7556,2025-12-25 15:44:48.372+00,50
7131,2025-12-27 15:55:55.232+00,75
9115,2025-12-28 15:02:30.246+00,50
9839,2025-12-29 13:11:00.151+00,50
8775,2025-12-30 01:38:25.963+00,50
9861,2026-01-01 14:01:28.455+00,75
9863,2026-01-01 16:41:32.222+00,50
9657,2026-01-02 17:21:55.346+00,50
8120,2026-01-05 05:00:12.318+00,50
9703,2026-01-05 22:44:28.527+00,50
9891,2026-01-06 15:15:16.93+00,75
9378,2026-01-09 02:45:41.272+00,50
9615,2026-01-12 17:51:00.351+00,50
9958,2026-01-12 19:51:45.021+00,50
9578,2026-01-13 02:46:49.371+00,50
9974,2026-01-13 20:02:34.15+00,75
9993,2026-01-15 13:51:40.544+00,50
9996,2026-01-15 14:11:59.35+00,50
9997,2026-01-15 14:25:14.324+00,50
10001,2026-01-15 15:24:12.667+00,50
9934,2026-01-15 15:30:23.75+00,50
6813,2026-01-16 12:24:14.171+00,50
10014,2026-01-16 12:34:17.635+00,50
10018,2026-01-16 13:05:18.202+00,50
10019,2026-01-16 13:08:12.015+00,50
10021,2026-01-16 13:15:07.964+00,50
10020,2026-01-16 13:15:49.5+00,50
6811,2026-01-16 13:18:34.799+00,50
10022,2026-01-16 13:19:18.635+00,50
7002,2026-01-16 13:23:57.636+00,50
7023,2026-01-16 13:28:37.939+00,50
6887,2026-01-16 13:31:22.511+00,50
7002,2026-01-16 13:37:10.629+00,75
6893,2026-01-16 13:42:02.084+00,50
7021,2026-01-16 13:48:48.754+00,50
6996,2026-01-16 13:55:15.183+00,50
6895,2026-01-16 15:11:16.446+00,50
6846,2026-01-16 15:27:52.165+00,50
6847,2026-01-16 17:01:39.464+00,50
10031,2026-01-16 23:06:51.708+00,50
8342,2026-01-17 14:34:14.752+00,50
6476,2026-01-17 14:40:15.721+00,50
10036,2026-01-17 14:40:35.703+00,50
10039,2026-01-17 14:48:57.862+00,50
9048,2026-01-17 15:02:59.849+00,50
10040,2026-01-17 15:12:04.721+00,50
6681,2026-01-17 15:21:44.265+00,50
10041,2026-01-17 15:28:56.507+00,50
6496,2026-01-17 15:29:22.291+00,50
10042,2026-01-17 15:33:50.317+00,50
10043,2026-01-17 15:36:48.678+00,50
6688,2026-01-17 15:57:59.261+00,50
9129,2026-01-17 16:11:17.363+00,50
8818,2026-01-17 16:32:49.094+00,50
7760,2026-01-17 16:57:10.679+00,50
10044,2026-01-17 17:14:39.492+00,50
6427,2026-01-17 18:11:43.435+00,50
6390,2026-01-17 19:06:45.329+00,50
7713,2026-01-17 21:48:40.843+00,50
9289,2026-01-17 22:17:49.171+00,50
9969,2026-01-18 00:31:28.327+00,50
10053,2026-01-18 14:13:23.884+00,50
10054,2026-01-18 18:21:25.339+00,50
6719,2026-01-19 16:55:02.028+00,50
6962,2026-01-19 17:06:08.296+00,75
9896,2026-01-21 19:19:20.696+00,75
10152,2026-01-21 23:38:28.371+00,75
8240,2026-01-22 00:16:35.082+00,50
10154,2026-01-22 00:39:11.029+00,75
10157,2026-01-22 03:33:07.948+00,50
10003,2026-01-22 18:58:00.293+00,50
10205,2026-01-22 23:17:29.617+00,50
6569,2026-01-23 12:42:24.679+00,50
10216,2026-01-23 13:00:24.16+00,50
10218,2026-01-23 13:55:18.241+00,50
10220,2026-01-23 13:58:23.525+00,50
10221,2026-01-23 14:10:15.317+00,50
6419,2026-01-23 14:17:11.419+00,50
10226,2026-01-23 15:27:40.716+00,50
6413,2026-01-23 18:15:02.273+00,50
10245,2026-01-24 19:35:01.533+00,75
10253,2026-01-25 13:19:47.819+00,5
10253,2026-01-25 13:33:58.061+00,5
10317,2026-01-29 04:45:30.285+00,50
10321,2026-01-29 14:19:03.066+00,50
10084,2026-01-29 14:46:14.836+00,50
10325,2026-01-29 14:47:10.541+00,50
10328,2026-01-29 15:43:26.332+00,50
10327,2026-01-29 15:47:04.319+00,75
10329,2026-01-29 16:10:16.678+00,50
6962,2026-01-29 20:46:49.881+00,50
10340,2026-01-29 21:03:55.718+00,50
10158,2026-01-30 12:44:19.807+00,75
10350,2026-01-30 12:54:22.915+00,75
10351,2026-01-30 12:55:36.804+00,75
10352,2026-01-30 12:58:58.543+00,75
10149,2026-01-30 13:21:04.733+00,75
10353,2026-01-30 13:30:13.147+00,75
10354,2026-01-30 13:31:11.157+00,75
10151,2026-01-30 13:37:49.022+00,75
10356,2026-01-30 13:45:41.358+00,75
10355,2026-01-30 13:45:53.105+00,75
10142,2026-01-30 14:06:14.767+00,75
10358,2026-01-30 14:13:17.728+00,75
10359,2026-01-30 14:42:25.542+00,75
10306,2026-01-30 15:26:56.179+00,75
10357,2026-01-30 16:49:24.499+00,75
6761,2026-02-02 19:23:00.803+00,75
6433,2026-02-04 02:29:57.924+00,50
10410,2026-02-04 15:27:18.534+00,50
8329,2026-02-04 16:04:41.298+00,50
6496,2026-02-04 17:36:45.091+00,50
6525,2026-02-04 17:37:22.319+00,50
10412,2026-02-04 18:30:34.343+00,50
10413,2026-02-04 18:57:14.304+00,50
9078,2026-02-04 19:18:52.818+00,50
8818,2026-02-04 20:16:36.474+00,50
6158,2026-02-04 23:32:00.215+00,50
6502,2026-02-05 02:10:28.939+00,50
6390,2026-02-05 04:35:28.078+00,50
3047,2026-02-05 19:03:00.938+00,50
3985,2026-02-05 20:36:38.32+00,50
10189,2026-02-06 00:41:54.799+00,75
10433,2026-02-06 05:47:12.928+00,50
10435,2026-02-06 06:30:24.56+00,50
10443,2026-02-06 13:03:14.774+00,75
10380,2026-02-06 13:03:21.36+00,75
10378,2026-02-06 13:04:17.419+00,75
10176,2026-02-06 13:29:28.98+00,75
10444,2026-02-06 13:46:19.52+00,75
10445,2026-02-06 13:57:36.614+00,75
10170,2026-02-06 14:23:23.15+00,75
10364,2026-02-06 14:25:46.38+00,75
10446,2026-02-06 15:04:52.511+00,75
10447,2026-02-06 15:12:26.697+00,75
9367,2026-02-06 22:12:51.42+00,50
10477,2026-02-06 23:38:32.825+00,50
10478,2026-02-07 00:01:06.605+00,75
9204,2026-02-07 00:59:46.812+00,50
10478,2026-02-07 03:05:11.949+00,50
10484,2026-02-07 04:00:41.637+00,75
8540,2026-02-07 17:03:17.435+00,50
8540,2026-02-07 17:07:51.733+00,50
6542,2026-02-07 21:36:05.475+00,50
1780,2026-02-08 13:46:13.921+00,50
10499,2026-02-08 14:48:01.374+00,75
10504,2026-02-09 00:50:30.755+00,75
8342,2026-02-09 15:08:49.324+00,50
9642,2026-02-09 15:28:57.862+00,50
10534,2026-02-09 15:43:39.065+00,50
10125,2026-02-09 15:55:00.93+00,50
10542,2026-02-09 16:30:02.59+00,75
10543,2026-02-09 17:09:56.12+00,50
10551,2026-02-09 19:14:42.035+00,50
10554,2026-02-09 20:59:12.531+00,50
10555,2026-02-09 22:19:50.61+00,50
7309,2026-02-10 00:48:18.596+00,50
4038,2026-02-10 00:51:24.532+00,50
10556,2026-02-10 01:02:41.279+00,50
6354,2026-02-11 12:14:53.205+00,50
6354,2026-02-11 12:15:17.688+00,50
6502,2026-02-12 14:25:42.334+00,50
7121,2026-02-12 15:47:16.168+00,100
9964,2026-02-13 19:50:24.726+00,50
10604,2026-02-15 14:36:52.509+00,100
10615,2026-02-16 22:45:44.669+00,50
10618,2026-02-17 15:20:29.418+00,50
10634,2026-02-18 17:14:05.221+00,50
10635,2026-02-18 17:22:13.596+00,75
10636,2026-02-18 17:30:33.095+00,50
10488,2026-02-19 22:38:41.602+00,100
10670,2026-02-19 22:45:01.953+00,75
10425,2026-02-21 19:19:46.765+00,50
9982,2026-02-22 03:19:37.84+00,50
10691,2026-02-22 17:51:55.138+00,50
10326,2026-02-22 20:41:40.387+00,50
10716,2026-02-24 01:39:07.527+00,75
10734,2026-02-24 16:59:00.578+00,50
10734,2026-02-24 16:59:25.703+00,75
10672,2026-02-24 22:46:15.774+00,50
11050,2026-02-25 15:36:59.199+00,50
11051,2026-02-25 16:27:08.129+00,75
11060,2026-02-25 22:28:21.418+00,50
11062,2026-02-26 02:13:58.748+00,50
10734,2026-02-26 15:17:47.798+00,50
11067,2026-02-26 16:05:23.664+00,50
9825,2026-02-26 17:18:38.101+00,50
10858,2026-02-27 12:51:52.571+00,50
11011,2026-02-27 13:39:48.927+00,50
10704,2026-02-27 14:12:25.167+00,50
11080,2026-02-27 14:36:52.736+00,50
7384,2026-02-27 17:48:42.04+00,75
11086,2026-02-27 19:44:01.996+00,50
10976,2026-02-27 22:09:59.246+00,50
10713,2026-02-28 02:26:00.953+00,50
10047,2026-02-28 16:20:08.32+00,50
10867,2026-02-28 17:18:07.764+00,50
11089,2026-02-28 22:29:36.622+00,75
11090,2026-02-28 23:31:41.427+00,50
5718,2026-03-01 04:21:29.949+00,75
11095,2026-03-01 18:11:28.539+00,50
11102,2026-03-02 15:13:45.353+00,100
11112,2026-03-04 13:01:37.293+00,50
1618,2026-03-04 16:53:39.869+00,50
10672,2026-03-04 19:57:58.42+00,50
11138,2026-03-05 11:19:53.64+00,50
11144,2026-03-05 14:46:44.478+00,50
11152,2026-03-05 21:50:49.477+00,50
11154,2026-03-05 23:28:38.592+00,50
11156,2026-03-06 17:29:40.691+00,50
11157,2026-03-06 18:38:06.741+00,50
11166,2026-03-07 16:34:42.685+00,50
11169,2026-03-08 17:24:20.062+00,50
10312,2026-03-09 18:42:55.379+00,50
11177,2026-03-10 00:43:19.329+00,50
9597,2026-03-10 19:14:36.793+00,50
9597,2026-03-10 19:14:44.672+00,50
9950,2026-03-12 15:38:45.343+00,50
11191,2026-03-12 16:08:25.055+00,50
11187,2026-03-12 23:27:05.299+00,75
11193,2026-03-13 15:57:04.799+00,75
11197,2026-03-13 19:04:39.679+00,50
11199,2026-03-14 17:44:58.91+00,50
5733,2026-03-14 19:12:56.577+00,50
11202,2026-03-14 22:22:29.652+00,50
11203,2026-03-15 16:26:28.873+00,75
11204,2026-03-15 16:35:53.488+00,50
3411,2026-03-15 18:44:00.33+00,50
11228,2026-03-18 04:11:13.784+00,50
10937,2026-03-19 11:12:03.913+00,50
10393,2026-03-19 20:50:11.15+00,50
11247,2026-03-20 03:29:32.057+00,50
11248,2026-03-20 13:21:09.711+00,50
11251,2026-03-20 16:54:05.296+00,50
11257,2026-03-21 06:16:58.662+00,50
11245,2026-03-22 21:05:32.799+00,75
11270,2026-03-23 13:41:54.15+00,75
11278,2026-03-23 18:45:16.507+00,50
11297,2026-03-24 15:35:55.893+00,50
11308,2026-03-25 12:56:53.102+00,50
11314,2026-03-25 16:13:09.019+00,50
11316,2026-03-25 22:07:43.951+00,50
11340,2026-03-28 20:44:46.393+00,50
11344,2026-03-29 12:03:48.082+00,50
11341,2026-03-29 16:00:28.028+00,50
11349,2026-03-29 20:03:50.474+00,50
11358,2026-03-30 16:53:14.565+00,50
11360,2026-03-30 20:21:27.288+00,50
8550,2026-03-31 16:22:43.192+00,50
10810,2026-03-31 23:17:42.717+00,75
11370,2026-04-01 13:17:26.101+00,50
10704,2026-04-01 15:11:59.135+00,50
7520,2026-04-02 13:25:35.253+00,50
11386,2026-04-02 17:49:26.122+00,50
6962,2026-04-02 20:12:46.713+00,50
6962,2026-04-02 20:14:01.348+00,75
6962,2026-04-02 20:14:18.479+00,50
11392,2026-04-03 01:54:09.231+00,50
11394,2026-04-03 12:54:07.544+00,50
10077,2026-04-04 19:58:01.102+00,75
11409,2026-04-05 16:10:07.67+00,50
11408,2026-04-05 16:10:26.779+00,50
11425,2026-04-06 18:26:00.377+00,75
11429,2026-04-06 23:13:47.639+00,75
11412,2026-04-07 15:48:05.802+00,75
7613,2026-04-09 04:12:22.398+00,50
11451,2026-04-09 22:01:54.965+00,100
11456,2026-04-10 00:13:46.732+00,100
11458,2026-04-10 15:00:11.577+00,50
11463,2026-04-10 16:31:02.988+00,100
11481,2026-04-11 18:45:40.557+00,50
11498,2026-04-12 15:47:26.084+00,50
9473,2026-04-12 15:49:20.504+00,50
11499,2026-04-12 15:54:11.738+00,50
11500,2026-04-12 15:55:53.945+00,75
11501,2026-04-12 16:10:07.931+00,75
11502,2026-04-12 16:22:12.341+00,75
11503,2026-04-12 16:47:08.734+00,50
11504,2026-04-12 16:52:53.63+00,75
11505,2026-04-12 17:03:55.12+00,75
11506,2026-04-12 17:07:55.537+00,75
11507,2026-04-12 17:19:49.713+00,50
11508,2026-04-12 17:21:42.379+00,50
10326,2026-04-12 18:38:49.433+00,75
2563,2026-04-12 18:59:44.85+00,50
11493,2026-04-13 13:21:48.167+00,30
11515,2026-04-13 13:24:51.92+00,50
11516,2026-04-13 13:44:29.552+00,50
11517,2026-04-13 14:02:37.159+00,50
11518,2026-04-13 14:04:09.928+00,50
11518,2026-04-13 14:04:16.111+00,30
11451,2026-04-13 14:04:20.917+00,30
11451,2026-04-13 14:04:30.771+00,20
11519,2026-04-13 14:07:06.877+00,50
11519,2026-04-13 14:07:14.001+00,30
11521,2026-04-13 14:23:37.423+00,30
11522,2026-04-13 14:29:20.566+00,50
11478,2026-04-13 14:32:54.177+00,50
11523,2026-04-13 14:35:21.901+00,75
11525,2026-04-13 14:40:01.035+00,30
11523,2026-04-13 14:40:44.602+00,50
11526,2026-04-13 14:42:24.642+00,75
11527,2026-04-13 14:44:15.885+00,75
11529,2026-04-13 14:54:51.834+00,75
11530,2026-04-13 14:58:35.597+00,50
11524,2026-04-13 15:06:16.194+00,50
11531,2026-04-13 15:08:15.164+00,30
11532,2026-04-13 15:13:04.492+00,75
11521,2026-04-13 17:05:34.615+00,100
11521,2026-04-13 17:07:21.822+00,75
11538,2026-04-13 22:25:08.436+00,100
11556,2026-04-14 13:34:10.266+00,75
11557,2026-04-14 13:35:12.209+00,75
11559,2026-04-14 13:37:50.137+00,50
11560,2026-04-14 13:42:18.412+00,75
11486,2026-04-14 13:46:03.395+00,50
11538,2026-04-14 13:51:11.392+00,75
11488,2026-04-14 14:01:56.159+00,30
11561,2026-04-14 14:02:22.908+00,75
11562,2026-04-14 14:03:28.137+00,75
11563,2026-04-14 14:07:07.37+00,20
11564,2026-04-14 14:11:40.111+00,75
11565,2026-04-14 14:19:54.4+00,30
11528,2026-04-14 14:44:49.7+00,50
11567,2026-04-14 14:46:41.626+00,75
11568,2026-04-14 14:52:48.834+00,75
11568,2026-04-14 14:53:32.841+00,50
11569,2026-04-14 14:55:43.982+00,30
11531,2026-04-14 16:02:13.848+00,75
11531,2026-04-14 16:02:25.55+00,50
11575,2026-04-14 19:52:19.799+00,50
11577,2026-04-14 22:59:14.929+00,75
11449,2026-04-15 12:45:02.287+00,20
11586,2026-04-15 13:30:12.83+00,50
11587,2026-04-15 13:36:35.86+00,50
11588,2026-04-15 13:38:12.905+00,50
9876,2026-04-15 13:44:18.389+00,20
11589,2026-04-15 13:53:54.949+00,50
11590,2026-04-15 14:02:21.263+00,75
9975,2026-04-15 14:02:49.658+00,50
11591,2026-04-15 14:09:33.652+00,75
11592,2026-04-15 14:20:40.235+00,75
9922,2026-04-15 14:28:01.641+00,75
11594,2026-04-15 14:32:53.332+00,30
7931,2026-04-15 14:48:46.5+00,75
11405,2026-04-15 14:49:49.42+00,75
8028,2026-04-15 15:01:21.034+00,30
8682,2026-04-15 15:10:42.825+00,50
11596,2026-04-15 15:25:40.028+00,75
11597,2026-04-15 15:34:20.208+00,50
9615,2026-04-16 13:26:33.682+00,30
11605,2026-04-16 13:42:21.003+00,75
7867,2026-04-16 13:59:23.588+00,30
11331,2026-04-16 14:02:13.289+00,50
11608,2026-04-16 14:09:33.594+00,50
11609,2026-04-16 14:24:30.225+00,50
11610,2026-04-16 14:30:25.805+00,50
11611,2026-04-16 14:30:31.259+00,30
11612,2026-04-16 14:36:33.142+00,75
9938,2026-04-16 15:00:14.855+00,30
8932,2026-04-16 15:09:06.006+00,30
9598,2026-04-16 15:15:07.318+00,30
9615,2026-04-16 15:18:32.263+00,75
9922,2026-04-16 23:09:21.235+00,50
9615,2026-04-17 02:56:17.87+00,50
11285,2026-04-17 13:17:55.704+00,20
11617,2026-04-17 13:25:58.046+00,75
11368,2026-04-17 13:28:26.062+00,20
9781,2026-04-17 13:46:03.959+00,20
11618,2026-04-17 13:58:28.277+00,30
11619,2026-04-17 14:36:54.083+00,30
7361,2026-04-18 14:53:41.492+00,75
11619,2026-04-19 01:00:07.589+00,50
11625,2026-04-19 02:22:40.07+00,50
7808,2026-04-19 10:52:44.064+00,75
11638,2026-04-19 19:22:43.593+00,50
11645,2026-04-19 20:25:11.59+00,75
11111,2026-04-19 21:04:43.931+00,75
3127,2026-04-20 15:39:58.229+00,75
8144,2026-04-21 21:35:50.677+00,50
11405,2026-04-23 12:55:23.161+00,75
10137,2026-04-23 12:57:02.232+00,30
11375,2026-04-23 12:58:30.045+00,30
11264,2026-04-23 13:13:51.181+00,75
11276,2026-04-23 13:17:35.868+00,50
11283,2026-04-23 13:22:55.766+00,50
11246,2026-04-23 13:23:34.098+00,75
7678,2026-04-23 13:32:07.929+00,30
11205,2026-04-23 13:36:08.129+00,30
10351,2026-04-23 14:08:23.414+00,30
10351,2026-04-23 14:10:01.577+00,75
10351,2026-04-23 14:10:38.287+00,50
11542,2026-04-23 14:12:04.414+00,50
11323,2026-04-23 14:24:28.769+00,75
10937,2026-04-23 15:01:03.735+00,50
11673,2026-04-23 15:14:26.472+00,30
11630,2026-04-23 15:16:52.51+00,75
8240,2026-04-23 15:18:53.306+00,50
9318,2026-04-23 15:21:25.347+00,50
6676,2026-04-23 15:22:04.507+00,50
7880,2026-04-23 15:22:19.294+00,50
11375,2026-04-23 15:24:41.46+00,75
11066,2026-04-23 15:25:51.547+00,75
11674,2026-04-23 15:26:53.76+00,50
11676,2026-04-23 15:28:08.72+00,75
11676,2026-04-23 15:29:01.854+00,30
11675,2026-04-23 15:29:35.043+00,75
9522,2026-04-23 15:31:15.286+00,30
11678,2026-04-23 15:31:38.179+00,75
11677,2026-04-23 15:31:40.681+00,50
11096,2026-04-23 15:35:20.148+00,30
11679,2026-04-23 15:42:37.09+00,30
11281,2026-04-23 15:43:34.313+00,75
11679,2026-04-23 15:43:48.711+00,50
11663,2026-04-23 15:44:18.053+00,50
11680,2026-04-23 15:54:29.625+00,50
9525,2026-04-23 15:57:06.575+00,75
11425,2026-04-23 15:57:37.617+00,30
11509,2026-04-23 16:13:01.524+00,50
11509,2026-04-23 16:13:21.003+00,30
9171,2026-04-23 16:14:13.546+00,75
8144,2026-04-23 16:16:43.35+00,75
11683,2026-04-23 16:20:01.444+00,30
9688,2026-04-23 16:29:35.677+00,50
11687,2026-04-23 16:37:55.721+00,30
7113,2026-04-23 16:44:43.388+00,30
8329,2026-04-23 17:04:58.781+00,50
8320,2026-04-23 17:05:45.215+00,50
8342,2026-04-23 17:13:50.547+00,50
8342,2026-04-23 17:16:06.324+00,30
11690,2026-04-23 17:20:00.906+00,50
10503,2026-04-23 17:23:03.674+00,50
11688,2026-04-23 17:38:59.579+00,50
10887,2026-04-23 17:39:48.898+00,30
11675,2026-04-23 18:08:08.1+00,30
11675,2026-04-23 18:13:37.197+00,50
11227,2026-04-23 18:36:49.716+00,50
11675,2026-04-23 18:42:51.737+00,50
6390,2026-04-23 18:48:12.063+00,30
7384,2026-04-23 18:48:30.031+00,75
6390,2026-04-23 18:48:49.077+00,50
9982,2026-04-23 19:06:57.378+00,50
11541,2026-04-23 19:13:49.697+00,50
8342,2026-04-23 19:52:58.156+00,75
9794,2026-04-23 20:38:18.912+00,30
9970,2026-04-23 21:05:37.573+00,30
9974,2026-04-23 21:10:00.504+00,50
9688,2026-04-23 21:14:21.924+00,30
11694,2026-04-23 23:29:24.858+00,30
11696,2026-04-24 00:07:26.268+00,50
11264,2026-04-24 02:10:28.678+00,50
11697,2026-04-24 02:11:22.923+00,30
11688,2026-04-24 02:11:41.417+00,30
11568,2026-04-24 02:31:50.973+00,50
8400,2026-04-24 07:14:26.273+00,30
11699,2026-04-24 09:43:38.156+00,75
8543,2026-04-24 12:06:27.769+00,75
11598,2026-04-24 13:03:21.749+00,75
11664,2026-04-24 13:44:05.296+00,75
11664,2026-04-24 13:45:03.838+00,30
11375,2026-04-24 14:27:24.987+00,50
7062,2026-04-24 15:10:52.079+00,75
1348,2026-04-24 15:35:31.698+00,75
6112,2026-04-24 15:35:53.989+00,50
11193,2026-04-24 15:37:22.443+00,30
11704,2026-04-24 15:41:37.548+00,50
9376,2026-04-24 15:42:17.523+00,30
11706,2026-04-24 15:42:21.091+00,75
11707,2026-04-24 15:44:33.195+00,50
11708,2026-04-24 15:50:30.503+00,50
11709,2026-04-24 15:53:30.237+00,50
11708,2026-04-24 15:53:44.665+00,30
1146,2026-04-24 15:56:02.693+00,50
3902,2026-04-24 15:59:38.765+00,50
7250,2026-04-24 16:04:39.96+00,30
6256,2026-04-24 16:12:54.619+00,50
10726,2026-04-24 16:13:38.913+00,30
1195,2026-04-24 16:28:35.891+00,50
2806,2026-04-24 17:07:05.981+00,30
10628,2026-04-24 17:47:12.904+00,30
11713,2026-04-24 18:57:58.941+00,50
8686,2026-04-24 19:03:47.925+00,30
9816,2026-04-24 19:19:56.196+00,30
9868,2026-04-24 19:49:21.697+00,30
7593,2026-04-24 19:55:48.696+00,75
11718,2026-04-24 20:17:09.534+00,75
8027,2026-04-24 21:01:19.861+00,30
5421,2026-04-24 21:04:11.074+00,30
11342,2026-04-24 21:04:51.823+00,50
11316,2026-04-24 21:05:00.492+00,75
11058,2026-04-24 21:05:05.249+00,75
11557,2026-04-24 21:05:12.419+00,75
8221,2026-04-24 21:05:27.154+00,50
9615,2026-04-24 21:05:34.795+00,30
11195,2026-04-24 21:05:36.223+00,75
9926,2026-04-24 21:05:46.798+00,30
9378,2026-04-24 21:06:00.638+00,50
10707,2026-04-24 21:06:49.474+00,30
9174,2026-04-24 21:07:01.956+00,50
10714,2026-04-24 21:07:02.374+00,30
3076,2026-04-24 21:08:17.673+00,30
11616,2026-04-24 21:12:23.788+00,30
7487,2026-04-24 21:13:19.194+00,75
11210,2026-04-24 21:15:25.198+00,75
11154,2026-04-24 21:16:20.014+00,30
11154,2026-04-24 21:19:03.309+00,50
9674,2026-04-24 21:20:34.269+00,30
11154,2026-04-24 21:21:34.357+00,75
10721,2026-04-24 21:22:46.162+00,30
7505,2026-04-24 21:26:16.885+00,75
11614,2026-04-24 21:27:19.296+00,50
11720,2026-04-24 21:30:17.183+00,75
11484,2026-04-24 21:32:52.61+00,30
9615,2026-04-24 21:39:02.887+00,50
10013,2026-04-24 21:40:04.299+00,75
11721,2026-04-24 21:41:59.583+00,50
11011,2026-04-24 21:42:42.156+00,50
11722,2026-04-24 21:44:35.056+00,50
