ApartmentId,StartDate,EndDate,PromotionType,PromotionValue
4312,2025-04-14,2030-01-01,fixed,13
4313,2025-04-14,2030-01-01,fixed,13
4314,2025-04-14,2030-01-01,fixed,13
4315,2025-04-14,2030-01-01,fixed,13
4319,2025-04-14,2030-01-01,fixed,13
4320,2025-04-14,2030-01-01,fixed,13
4321,2025-04-14,2030-01-01,fixed,13
4322,2025-04-14,2030-01-01,fixed,13
4323,2025-04-14,2030-01-01,fixed,13
4324,2025-04-14,2030-01-01,fixed,13
4325,2025-04-14,2030-01-01,fixed,13
4327,2025-04-14,2030-01-01,fixed,13
4328,2025-04-14,2030-01-01,fixed,13
4330,2025-04-14,2030-01-01,fixed,13
4332,2025-04-14,2030-01-01,fixed,13
4333,2025-04-14,2030-01-01,fixed,13
4335,2025-04-14,2030-01-01,fixed,13
4336,2025-04-14,2030-01-01,fixed,13
4337,2025-04-14,2030-01-01,fixed,13
4339,2025-04-14,2030-01-01,fixed,13
4340,2025-04-14,2030-01-01,fixed,13
4343,2025-04-14,2030-01-01,fixed,13
4345,2025-04-14,2030-01-01,fixed,13
4346,2025-04-14,2030-01-01,fixed,13
4348,2025-04-14,2030-01-01,fixed,13
4353,2025-04-14,2030-01-01,fixed,13
4355,2025-04-14,2030-01-01,fixed,13
4356,2025-04-14,2030-01-01,fixed,13
4357,2025-04-14,2030-01-01,fixed,13
4358,2025-04-14,2030-01-01,fixed,13
4359,2025-04-14,2030-01-01,fixed,13
4360,2025-04-14,2030-01-01,fixed,13
4361,2025-04-14,2030-01-01,fixed,13
4362,2025-04-14,2030-01-01,fixed,13
4364,2025-04-14,2030-01-01,fixed,13
4367,2025-04-14,2030-01-01,fixed,13
4368,2025-04-14,2030-01-01,fixed,13
4369,2025-04-14,2030-01-01,fixed,13
4371,2025-04-14,2030-01-01,fixed,13
4372,2025-04-14,2030-01-01,fixed,13
4373,2025-04-14,2030-01-01,fixed,13
4374,2025-04-14,2030-01-01,fixed,13
4375,2025-04-14,2030-01-01,fixed,13
4377,2025-04-14,2030-01-01,fixed,13
4379,2025-04-14,2030-01-01,fixed,13
4381,2025-04-14,2030-01-01,fixed,13
4383,2025-04-14,2030-01-01,fixed,13
4385,2025-04-14,2030-01-01,fixed,13
4386,2025-04-14,2030-01-01,fixed,13
4389,2025-04-14,2030-01-01,fixed,13
4392,2025-04-14,2030-01-01,fixed,13
4393,2025-04-14,2030-01-01,fixed,13
4395,2025-04-14,2030-01-01,fixed,13
4396,2025-04-14,2030-01-01,fixed,13
4397,2025-04-14,2030-01-01,fixed,13
4398,2025-04-14,2030-01-01,fixed,13
4399,2025-04-14,2030-01-01,fixed,13
4401,2025-04-14,2030-01-01,fixed,13
4403,2025-04-14,2030-01-01,fixed,13
4404,2025-04-14,2030-01-01,fixed,13
4409,2025-04-14,2030-01-01,fixed,13
4410,2025-04-14,2030-01-01,fixed,13
4411,2025-04-14,2030-01-01,fixed,13
4412,2025-04-14,2030-01-01,fixed,13
4413,2025-04-14,2030-01-01,fixed,13
4415,2025-04-14,2030-01-01,fixed,13
4417,2025-04-14,2030-01-01,fixed,13
4419,2025-04-14,2030-01-01,fixed,13
4422,2025-04-14,2030-01-01,fixed,13
4424,2025-04-14,2030-01-01,fixed,13
4425,2025-04-14,2030-01-01,fixed,13
4427,2025-04-14,2030-01-01,fixed,13
4428,2025-04-14,2030-01-01,fixed,13
4430,2025-04-14,2030-01-01,fixed,13
4431,2025-04-14,2030-01-01,fixed,13
4433,2025-04-14,2030-01-01,fixed,13
4434,2025-04-14,2030-01-01,fixed,13
4435,2025-04-14,2030-01-01,fixed,13
4436,2025-04-14,2030-01-01,fixed,13
4437,2025-04-14,2030-01-01,fixed,13
4439,2025-04-14,2030-01-01,fixed,13
4440,2025-04-14,2030-01-01,fixed,13
4441,2025-04-14,2030-01-01,fixed,13
4442,2025-04-14,2030-01-01,fixed,13
4443,2025-04-14,2030-01-01,fixed,13
4446,2025-04-14,2030-01-01,fixed,13
4447,2025-04-14,2030-01-01,fixed,13
4448,2025-04-14,2030-01-01,fixed,13
4449,2025-04-14,2030-01-01,fixed,13
4451,2025-04-14,2030-01-01,fixed,13
4453,2025-04-14,2030-01-01,fixed,13
4454,2025-04-14,2030-01-01,fixed,13
4455,2025-04-14,2030-01-01,fixed,13
4458,2025-04-14,2030-01-01,fixed,13
4460,2025-04-14,2030-01-01,fixed,13
4462,2025-04-14,2030-01-01,fixed,13
4466,2025-04-14,2030-01-01,fixed,13
4467,2025-04-14,2030-01-01,fixed,13
4468,2025-04-14,2030-01-01,fixed,13
4469,2025-04-14,2030-01-01,fixed,13
4470,2025-04-14,2030-01-01,fixed,13
4471,2025-04-14,2030-01-01,fixed,13
4472,2025-04-14,2030-01-01,fixed,13
4473,2025-04-14,2030-01-01,fixed,13
4474,2025-04-14,2030-01-01,fixed,13
4475,2025-04-14,2030-01-01,fixed,13
4476,2025-04-14,2030-01-01,fixed,13
4477,2025-04-14,2030-01-01,fixed,13
4479,2025-04-14,2030-01-01,fixed,13
4481,2025-04-14,2030-01-01,fixed,13
4482,2025-04-14,2030-01-01,fixed,13
4483,2025-04-14,2030-01-01,fixed,13
4485,2025-04-14,2030-01-01,fixed,13
4486,2025-04-14,2030-01-01,fixed,13
4487,2025-04-14,2030-01-01,fixed,13
4490,2025-04-14,2030-01-01,fixed,13
4492,2025-04-14,2030-01-01,fixed,13
4493,2025-04-14,2030-01-01,fixed,13
4494,2025-04-14,2030-01-01,fixed,13
4496,2025-04-14,2030-01-01,fixed,13
4499,2025-04-14,2030-01-01,fixed,13
4500,2025-04-14,2030-01-01,fixed,13
4501,2025-04-14,2030-01-01,fixed,13
4503,2025-04-14,2030-01-01,fixed,13
4504,2025-04-14,2030-01-01,fixed,13
4506,2025-04-14,2030-01-01,fixed,13
4508,2025-04-14,2030-01-01,fixed,13
4509,2025-04-14,2030-01-01,fixed,13
4511,2025-04-14,2030-01-01,fixed,13
4514,2025-04-14,2030-01-01,fixed,13
4516,2025-04-14,2030-01-01,fixed,13
4518,2025-04-14,2030-01-01,fixed,13
4519,2025-04-14,2030-01-01,fixed,13
4521,2025-04-14,2030-01-01,fixed,13
4522,2025-04-14,2030-01-01,fixed,13
4523,2025-04-14,2030-01-01,fixed,13
4524,2025-04-14,2030-01-01,fixed,13
4525,2025-04-14,2030-01-01,fixed,13
4526,2025-04-14,2030-01-01,fixed,13
4527,2025-04-14,2030-01-01,fixed,13
4529,2025-04-14,2030-01-01,fixed,13
4530,2025-04-14,2030-01-01,fixed,13
4532,2025-04-14,2030-01-01,fixed,13
4533,2025-04-14,2030-01-01,fixed,13
4534,2025-04-14,2030-01-01,fixed,13
4538,2025-04-14,2030-01-01,fixed,13
4539,2025-04-14,2030-01-01,fixed,13
4541,2025-04-14,2030-01-01,fixed,13
4542,2025-04-14,2030-01-01,fixed,13
4544,2025-04-14,2030-01-01,fixed,13
4545,2025-04-14,2030-01-01,fixed,13
4547,2025-04-14,2030-01-01,fixed,13
4549,2025-04-14,2030-01-01,fixed,13
4550,2025-04-14,2030-01-01,fixed,13
4551,2025-04-14,2030-01-01,fixed,13
4553,2025-04-14,2030-01-01,fixed,13
4555,2025-04-14,2030-01-01,fixed,13
4556,2025-04-14,2030-01-01,fixed,13
4557,2025-04-14,2030-01-01,fixed,13
4558,2025-04-14,2030-01-01,fixed,13
4559,2025-04-14,2030-01-01,fixed,13
4560,2025-04-14,2030-01-01,fixed,13
4561,2025-04-14,2030-01-01,fixed,13
4566,2025-04-14,2030-01-01,fixed,13
4568,2025-04-14,2030-01-01,fixed,13
4569,2025-04-14,2030-01-01,fixed,13
4570,2025-04-14,2030-01-01,fixed,13
4572,2025-04-14,2030-01-01,fixed,13
4573,2025-04-14,2030-01-01,fixed,13
4574,2025-04-14,2030-01-01,fixed,13
4578,2025-04-14,2030-01-01,fixed,13
5256,2025-04-14,2030-01-01,fixed,13
4579,2025-04-14,2030-01-01,fixed,13
5257,2025-04-14,2030-01-01,fixed,13
4580,2025-04-14,2030-01-01,fixed,13
4582,2025-04-14,2030-01-01,fixed,13
5259,2025-04-14,2030-01-01,fixed,13
4588,2025-04-14,2030-01-01,fixed,13
5260,2025-04-14,2030-01-01,fixed,13
4589,2025-04-14,2030-01-01,fixed,13
4590,2025-04-14,2030-01-01,fixed,13
4591,2025-04-14,2030-01-01,fixed,13
4592,2025-04-14,2030-01-01,fixed,13
5261,2025-04-14,2030-01-01,fixed,13
4593,2025-04-14,2030-01-01,fixed,13
5263,2025-04-14,2030-01-01,fixed,13
4595,2025-04-14,2030-01-01,fixed,13
4596,2025-04-14,2030-01-01,fixed,13
4597,2025-04-14,2030-01-01,fixed,13
4598,2025-04-14,2030-01-01,fixed,13
5264,2025-04-14,2030-01-01,fixed,13
5265,2025-04-14,2030-01-01,fixed,13
5266,2025-04-14,2030-01-01,fixed,13
4599,2025-04-14,2030-01-01,fixed,13
4600,2025-04-14,2030-01-01,fixed,13
4015,2025-04-14,2030-01-01,fixed,13
4601,2025-04-14,2030-01-01,fixed,13
4602,2025-04-14,2030-01-01,fixed,13
5269,2025-04-14,2030-01-01,fixed,13
4603,2025-04-14,2030-01-01,fixed,13
4604,2025-04-14,2030-01-01,fixed,13
4605,2025-04-14,2030-01-01,fixed,13
5271,2025-04-14,2030-01-01,fixed,13
4606,2025-04-14,2030-01-01,fixed,13
4608,2025-04-14,2030-01-01,fixed,13
5273,2025-04-14,2030-01-01,fixed,13
4051,2025-04-14,2030-01-01,fixed,13
5274,2025-04-14,2030-01-01,fixed,13
5275,2025-04-14,2030-01-01,fixed,13
5276,2025-04-14,2030-01-01,fixed,13
4611,2025-04-14,2030-01-01,fixed,13
5277,2025-04-14,2030-01-01,fixed,13
4613,2025-04-14,2030-01-01,fixed,13
5278,2025-04-14,2030-01-01,fixed,13
4614,2025-04-14,2030-01-01,fixed,13
4615,2025-04-14,2030-01-01,fixed,13
4616,2025-04-14,2030-01-01,fixed,13
4617,2025-04-14,2030-01-01,fixed,13
4618,2025-04-14,2030-01-01,fixed,13
4619,2025-04-14,2030-01-01,fixed,13
4620,2025-04-14,2030-01-01,fixed,13
4621,2025-04-14,2030-01-01,fixed,13
4622,2025-04-14,2030-01-01,fixed,13
4623,2025-04-14,2030-01-01,fixed,13
4624,2025-04-14,2030-01-01,fixed,13
4625,2025-04-14,2030-01-01,fixed,13
4626,2025-04-14,2030-01-01,fixed,13
4627,2025-04-14,2030-01-01,fixed,13
4628,2025-04-14,2030-01-01,fixed,13
4629,2025-04-14,2030-01-01,fixed,13
4630,2025-04-14,2030-01-01,fixed,13
4631,2025-04-14,2030-01-01,fixed,13
4632,2025-04-14,2030-01-01,fixed,13
4633,2025-04-14,2030-01-01,fixed,13
4634,2025-04-14,2030-01-01,fixed,13
4635,2025-04-14,2030-01-01,fixed,13
4636,2025-04-14,2030-01-01,fixed,13
4637,2025-04-14,2030-01-01,fixed,13
4638,2025-04-14,2030-01-01,fixed,13
4639,2025-04-14,2030-01-01,fixed,13
4640,2025-04-14,2030-01-01,fixed,13
4641,2025-04-14,2030-01-01,fixed,13
4642,2025-04-14,2030-01-01,fixed,13
4644,2025-04-14,2030-01-01,fixed,13
4645,2025-04-14,2030-01-01,fixed,13
4646,2025-04-14,2030-01-01,fixed,13
4647,2025-04-14,2030-01-01,fixed,13
4648,2025-04-14,2030-01-01,fixed,13
4650,2025-04-14,2030-01-01,fixed,13
4651,2025-04-14,2030-01-01,fixed,13
4652,2025-04-14,2030-01-01,fixed,13
4653,2025-04-14,2030-01-01,fixed,13
4654,2025-04-14,2030-01-01,fixed,13
4655,2025-04-14,2030-01-01,fixed,13
4656,2025-04-14,2030-01-01,fixed,13
4657,2025-04-14,2030-01-01,fixed,13
4658,2025-04-14,2030-01-01,fixed,13
4659,2025-04-14,2030-01-01,fixed,13
4660,2025-04-14,2030-01-01,fixed,13
4661,2025-04-14,2030-01-01,fixed,13
4662,2025-04-14,2030-01-01,fixed,13
4663,2025-04-14,2030-01-01,fixed,13
4664,2025-04-14,2030-01-01,fixed,13
4665,2025-04-14,2030-01-01,fixed,13
4666,2025-04-14,2030-01-01,fixed,13
4667,2025-04-14,2030-01-01,fixed,13
4668,2025-04-14,2030-01-01,fixed,13
4669,2025-04-14,2030-01-01,fixed,13
4670,2025-04-14,2030-01-01,fixed,13
4671,2025-04-14,2030-01-01,fixed,13
4672,2025-04-14,2030-01-01,fixed,13
4673,2025-04-14,2030-01-01,fixed,13
4674,2025-04-14,2030-01-01,fixed,13
4675,2025-04-14,2030-01-01,fixed,13
4676,2025-04-14,2030-01-01,fixed,13
4677,2025-04-14,2030-01-01,fixed,13
4678,2025-04-14,2030-01-01,fixed,13
4679,2025-04-14,2030-01-01,fixed,13
4680,2025-04-14,2030-01-01,fixed,13
4681,2025-04-14,2030-01-01,fixed,13
4682,2025-04-14,2030-01-01,fixed,13
4683,2025-04-14,2030-01-01,fixed,13
4684,2025-04-14,2030-01-01,fixed,13
4685,2025-04-14,2030-01-01,fixed,13
4686,2025-04-14,2030-01-01,fixed,13
4687,2025-04-14,2030-01-01,fixed,13
4688,2025-04-14,2030-01-01,fixed,13
4689,2025-04-14,2030-01-01,fixed,13
4690,2025-04-14,2030-01-01,fixed,13
4691,2025-04-14,2030-01-01,fixed,13
4692,2025-04-14,2030-01-01,fixed,13
4693,2025-04-14,2030-01-01,fixed,13
4694,2025-04-14,2030-01-01,fixed,13
4695,2025-04-14,2030-01-01,fixed,13
4696,2025-04-14,2030-01-01,fixed,13
4697,2025-04-14,2030-01-01,fixed,13
4699,2025-04-14,2030-01-01,fixed,13
4700,2025-04-14,2030-01-01,fixed,13
4701,2025-04-14,2030-01-01,fixed,13
4702,2025-04-14,2030-01-01,fixed,13
4703,2025-04-14,2030-01-01,fixed,13
4704,2025-04-14,2030-01-01,fixed,13
4705,2025-04-14,2030-01-01,fixed,13
4706,2025-04-14,2030-01-01,fixed,13
4707,2025-04-14,2030-01-01,fixed,13
4710,2025-04-14,2030-01-01,fixed,13
4711,2025-04-14,2030-01-01,fixed,13
4712,2025-04-14,2030-01-01,fixed,13
4713,2025-04-14,2030-01-01,fixed,13
4714,2025-04-14,2030-01-01,fixed,13
4715,2025-04-14,2030-01-01,fixed,13
4716,2025-04-14,2030-01-01,fixed,13
4717,2025-04-14,2030-01-01,fixed,13
4718,2025-04-14,2030-01-01,fixed,13
4719,2025-04-14,2030-01-01,fixed,13
4720,2025-04-14,2030-01-01,fixed,13
4721,2025-04-14,2030-01-01,fixed,13
4723,2025-04-14,2030-01-01,fixed,13
4724,2025-04-14,2030-01-01,fixed,13
4725,2025-04-14,2030-01-01,fixed,13
4726,2025-04-14,2030-01-01,fixed,13
4727,2025-04-14,2030-01-01,fixed,13
4728,2025-04-14,2030-01-01,fixed,13
4729,2025-04-14,2030-01-01,fixed,13
4730,2025-04-14,2030-01-01,fixed,13
4731,2025-04-14,2030-01-01,fixed,13
4733,2025-04-14,2030-01-01,fixed,13
4734,2025-04-14,2030-01-01,fixed,13
4736,2025-04-14,2030-01-01,fixed,13
4737,2025-04-14,2030-01-01,fixed,13
4738,2025-04-14,2030-01-01,fixed,13
4739,2025-04-14,2030-01-01,fixed,13
4740,2025-04-14,2030-01-01,fixed,13
4741,2025-04-14,2030-01-01,fixed,13
4742,2025-04-14,2030-01-01,fixed,13
4743,2025-04-14,2030-01-01,fixed,13
4744,2025-04-14,2030-01-01,fixed,13
4745,2025-04-14,2030-01-01,fixed,13
4746,2025-04-14,2030-01-01,fixed,13
4747,2025-04-14,2030-01-01,fixed,13
4748,2025-04-14,2030-01-01,fixed,13
4749,2025-04-14,2030-01-01,fixed,13
4750,2025-04-14,2030-01-01,fixed,13
4751,2025-04-14,2030-01-01,fixed,13
4752,2025-04-14,2030-01-01,fixed,13
4753,2025-04-14,2030-01-01,fixed,13
4755,2025-04-14,2030-01-01,fixed,13
4756,2025-04-14,2030-01-01,fixed,13
4757,2025-04-14,2030-01-01,fixed,13
4759,2025-04-14,2030-01-01,fixed,13
4760,2025-04-14,2030-01-01,fixed,13
4761,2025-04-14,2030-01-01,fixed,13
4762,2025-04-14,2030-01-01,fixed,13
4763,2025-04-14,2030-01-01,fixed,13
4764,2025-04-14,2030-01-01,fixed,13
4765,2025-04-14,2030-01-01,fixed,13
4766,2025-04-14,2030-01-01,fixed,13
4767,2025-04-14,2030-01-01,fixed,13
4768,2025-04-14,2030-01-01,fixed,13
4769,2025-04-14,2030-01-01,fixed,13
4770,2025-04-14,2030-01-01,fixed,13
4771,2025-04-14,2030-01-01,fixed,13
4772,2025-04-14,2030-01-01,fixed,13
4773,2025-04-14,2030-01-01,fixed,13
4774,2025-04-14,2030-01-01,fixed,13
4775,2025-04-14,2030-01-01,fixed,13
4776,2025-04-14,2030-01-01,fixed,13
4777,2025-04-14,2030-01-01,fixed,13
4778,2025-04-14,2030-01-01,fixed,13
4779,2025-04-14,2030-01-01,fixed,13
4780,2025-04-14,2030-01-01,fixed,13
4781,2025-04-14,2030-01-01,fixed,13
4782,2025-04-14,2030-01-01,fixed,13
4783,2025-04-14,2030-01-01,fixed,13
4784,2025-04-14,2030-01-01,fixed,13
4785,2025-04-14,2030-01-01,fixed,13
4786,2025-04-14,2030-01-01,fixed,13
4788,2025-04-14,2030-01-01,fixed,13
4789,2025-04-14,2030-01-01,fixed,13
4790,2025-04-14,2030-01-01,fixed,13
4792,2025-04-14,2030-01-01,fixed,13
4793,2025-04-14,2030-01-01,fixed,13
4794,2025-04-14,2030-01-01,fixed,13
4795,2025-04-14,2030-01-01,fixed,13
4796,2025-04-14,2030-01-01,fixed,13
4797,2025-04-14,2030-01-01,fixed,13
4799,2025-04-14,2030-01-01,fixed,13
4800,2025-04-14,2030-01-01,fixed,13
4801,2025-04-14,2030-01-01,fixed,13
4803,2025-04-14,2030-01-01,fixed,13
4804,2025-04-14,2030-01-01,fixed,13
4805,2025-04-14,2030-01-01,fixed,13
4806,2025-04-14,2030-01-01,fixed,13
4807,2025-04-14,2030-01-01,fixed,13
4808,2025-04-14,2030-01-01,fixed,13
4809,2025-04-14,2030-01-01,fixed,13
4810,2025-04-14,2030-01-01,fixed,13
4811,2025-04-14,2030-01-01,fixed,13
4812,2025-04-14,2030-01-01,fixed,13
4813,2025-04-14,2030-01-01,fixed,13
4814,2025-04-14,2030-01-01,fixed,13
4815,2025-04-14,2030-01-01,fixed,13
4816,2025-04-14,2030-01-01,fixed,13
4817,2025-04-14,2030-01-01,fixed,13
4818,2025-04-14,2030-01-01,fixed,13
4819,2025-04-14,2030-01-01,fixed,13
4820,2025-04-14,2030-01-01,fixed,13
4822,2025-04-14,2030-01-01,fixed,13
4823,2025-04-14,2030-01-01,fixed,13
4824,2025-04-14,2030-01-01,fixed,13
4825,2025-04-14,2030-01-01,fixed,13
4826,2025-04-14,2030-01-01,fixed,13
4827,2025-04-14,2030-01-01,fixed,13
4828,2025-04-14,2030-01-01,fixed,13
4829,2025-04-14,2030-01-01,fixed,13
4830,2025-04-14,2030-01-01,fixed,13
4831,2025-04-14,2030-01-01,fixed,13
4832,2025-04-14,2030-01-01,fixed,13
4833,2025-04-14,2030-01-01,fixed,13
4834,2025-04-14,2030-01-01,fixed,13
4835,2025-04-14,2030-01-01,fixed,13
4836,2025-04-14,2030-01-01,fixed,13
4837,2025-04-14,2030-01-01,fixed,13
4838,2025-04-14,2030-01-01,fixed,13
4839,2025-04-14,2030-01-01,fixed,13
4840,2025-04-14,2030-01-01,fixed,13
4841,2025-04-14,2030-01-01,fixed,13
4842,2025-04-14,2030-01-01,fixed,13
4843,2025-04-14,2030-01-01,fixed,13
4844,2025-04-14,2030-01-01,fixed,13
4846,2025-04-14,2030-01-01,fixed,13
4847,2025-04-14,2030-01-01,fixed,13
4848,2025-04-14,2030-01-01,fixed,13
4849,2025-04-14,2030-01-01,fixed,13
4850,2025-04-14,2030-01-01,fixed,13
4851,2025-04-14,2030-01-01,fixed,13
4852,2025-04-14,2030-01-01,fixed,13
4853,2025-04-14,2030-01-01,fixed,13
4854,2025-04-14,2030-01-01,fixed,13
4855,2025-04-14,2030-01-01,fixed,13
4856,2025-04-14,2030-01-01,fixed,13
4857,2025-04-14,2030-01-01,fixed,13
4858,2025-04-14,2030-01-01,fixed,13
4860,2025-04-14,2030-01-01,fixed,13
4861,2025-04-14,2030-01-01,fixed,13
4862,2025-04-14,2030-01-01,fixed,13
4863,2025-04-14,2030-01-01,fixed,13
4864,2025-04-14,2030-01-01,fixed,13
4865,2025-04-14,2030-01-01,fixed,13
4866,2025-04-14,2030-01-01,fixed,13
4867,2025-04-14,2030-01-01,fixed,13
4868,2025-04-14,2030-01-01,fixed,13
4870,2025-04-14,2030-01-01,fixed,13
4871,2025-04-14,2030-01-01,fixed,13
4872,2025-04-14,2030-01-01,fixed,13
4873,2025-04-14,2030-01-01,fixed,13
4874,2025-04-14,2030-01-01,fixed,13
4875,2025-04-14,2030-01-01,fixed,13
4876,2025-04-14,2030-01-01,fixed,13
4877,2025-04-14,2030-01-01,fixed,13
4878,2025-04-14,2030-01-01,fixed,13
4879,2025-04-14,2030-01-01,fixed,13
4880,2025-04-14,2030-01-01,fixed,13
4881,2025-04-14,2030-01-01,fixed,13
4882,2025-04-14,2030-01-01,fixed,13
4883,2025-04-14,2030-01-01,fixed,13
4884,2025-04-14,2030-01-01,fixed,13
4885,2025-04-14,2030-01-01,fixed,13
4886,2025-04-14,2030-01-01,fixed,13
4887,2025-04-14,2030-01-01,fixed,13
4888,2025-04-14,2030-01-01,fixed,13
4889,2025-04-14,2030-01-01,fixed,13
4890,2025-04-14,2030-01-01,fixed,13
4891,2025-04-14,2030-01-01,fixed,13
4892,2025-04-14,2030-01-01,fixed,13
4893,2025-04-14,2030-01-01,fixed,13
4894,2025-04-14,2030-01-01,fixed,13
4896,2025-04-14,2030-01-01,fixed,13
4897,2025-04-14,2030-01-01,fixed,13
4899,2025-04-14,2030-01-01,fixed,13
4901,2025-04-14,2030-01-01,fixed,13
4902,2025-04-14,2030-01-01,fixed,13
4903,2025-04-14,2030-01-01,fixed,13
4904,2025-04-14,2030-01-01,fixed,13
4906,2025-04-14,2030-01-01,fixed,13
4907,2025-04-14,2030-01-01,fixed,13
4908,2025-04-14,2030-01-01,fixed,13
4909,2025-04-14,2030-01-01,fixed,13
4910,2025-04-14,2030-01-01,fixed,13
4912,2025-04-14,2030-01-01,fixed,13
4913,2025-04-14,2030-01-01,fixed,13
4914,2025-04-14,2030-01-01,fixed,13
4915,2025-04-14,2030-01-01,fixed,13
4916,2025-04-14,2030-01-01,fixed,13
4917,2025-04-14,2030-01-01,fixed,13
4918,2025-04-14,2030-01-01,fixed,13
4919,2025-04-14,2030-01-01,fixed,13
4920,2025-04-14,2030-01-01,fixed,13
4921,2025-04-14,2030-01-01,fixed,13
4922,2025-04-14,2030-01-01,fixed,13
4924,2025-04-14,2030-01-01,fixed,13
4925,2025-04-14,2030-01-01,fixed,13
4926,2025-04-14,2030-01-01,fixed,13
4927,2025-04-14,2030-01-01,fixed,13
4928,2025-04-14,2030-01-01,fixed,13
4929,2025-04-14,2030-01-01,fixed,13
4930,2025-04-14,2030-01-01,fixed,13
4931,2025-04-14,2030-01-01,fixed,13
4932,2025-04-14,2030-01-01,fixed,13
4933,2025-04-14,2030-01-01,fixed,13
4934,2025-04-14,2030-01-01,fixed,13
4935,2025-04-14,2030-01-01,fixed,13
4936,2025-04-14,2030-01-01,fixed,13
4937,2025-04-14,2030-01-01,fixed,13
4938,2025-04-14,2030-01-01,fixed,13
4939,2025-04-14,2030-01-01,fixed,13
4940,2025-04-14,2030-01-01,fixed,13
4941,2025-04-14,2030-01-01,fixed,13
4942,2025-04-14,2030-01-01,fixed,13
4943,2025-04-14,2030-01-01,fixed,13
4944,2025-04-14,2030-01-01,fixed,13
4945,2025-04-14,2030-01-01,fixed,13
4946,2025-04-14,2030-01-01,fixed,13
4947,2025-04-14,2030-01-01,fixed,13
4948,2025-04-14,2030-01-01,fixed,13
4949,2025-04-14,2030-01-01,fixed,13
4950,2025-04-14,2030-01-01,fixed,13
4951,2025-04-14,2030-01-01,fixed,13
4952,2025-04-14,2030-01-01,fixed,13
4953,2025-04-14,2030-01-01,fixed,13
4954,2025-04-14,2030-01-01,fixed,13
4955,2025-04-14,2030-01-01,fixed,13
4956,2025-04-14,2030-01-01,fixed,13
4957,2025-04-14,2030-01-01,fixed,13
4958,2025-04-14,2030-01-01,fixed,13
4959,2025-04-14,2030-01-01,fixed,13
4960,2025-04-14,2030-01-01,fixed,13
4961,2025-04-14,2030-01-01,fixed,13
4962,2025-04-14,2030-01-01,fixed,13
4963,2025-04-14,2030-01-01,fixed,13
4964,2025-04-14,2030-01-01,fixed,13
4965,2025-04-14,2030-01-01,fixed,13
4967,2025-04-14,2030-01-01,fixed,13
4968,2025-04-14,2030-01-01,fixed,13
4969,2025-04-14,2030-01-01,fixed,13
4970,2025-04-14,2030-01-01,fixed,13
4971,2025-04-14,2030-01-01,fixed,13
4972,2025-04-14,2030-01-01,fixed,13
4974,2025-04-14,2030-01-01,fixed,13
4976,2025-04-14,2030-01-01,fixed,13
4978,2025-04-14,2030-01-01,fixed,13
4979,2025-04-14,2030-01-01,fixed,13
4980,2025-04-14,2030-01-01,fixed,13
4981,2025-04-14,2030-01-01,fixed,13
4982,2025-04-14,2030-01-01,fixed,13
4983,2025-04-14,2030-01-01,fixed,13
4984,2025-04-14,2030-01-01,fixed,13
4986,2025-04-14,2030-01-01,fixed,13
4987,2025-04-14,2030-01-01,fixed,13
4988,2025-04-14,2030-01-01,fixed,13
4989,2025-04-14,2030-01-01,fixed,13
4990,2025-04-14,2030-01-01,fixed,13
4991,2025-04-14,2030-01-01,fixed,13
4992,2025-04-14,2030-01-01,fixed,13
4993,2025-04-14,2030-01-01,fixed,13
4994,2025-04-14,2030-01-01,fixed,13
4995,2025-04-14,2030-01-01,fixed,13
4996,2025-04-14,2030-01-01,fixed,13
4997,2025-04-14,2030-01-01,fixed,13
4998,2025-04-14,2030-01-01,fixed,13
4999,2025-04-14,2030-01-01,fixed,13
5001,2025-04-14,2030-01-01,fixed,13
5002,2025-04-14,2030-01-01,fixed,13
5003,2025-04-14,2030-01-01,fixed,13
5004,2025-04-14,2030-01-01,fixed,13
5005,2025-04-14,2030-01-01,fixed,13
5006,2025-04-14,2030-01-01,fixed,13
5007,2025-04-14,2030-01-01,fixed,13
5008,2025-04-14,2030-01-01,fixed,13
5009,2025-04-14,2030-01-01,fixed,13
5011,2025-04-14,2030-01-01,fixed,13
5012,2025-04-14,2030-01-01,fixed,13
5013,2025-04-14,2030-01-01,fixed,13
5014,2025-04-14,2030-01-01,fixed,13
5015,2025-04-14,2030-01-01,fixed,13
5016,2025-04-14,2030-01-01,fixed,13
5017,2025-04-14,2030-01-01,fixed,13
5018,2025-04-14,2030-01-01,fixed,13
5019,2025-04-14,2030-01-01,fixed,13
5020,2025-04-14,2030-01-01,fixed,13
5021,2025-04-14,2030-01-01,fixed,13
5022,2025-04-14,2030-01-01,fixed,13
5023,2025-04-14,2030-01-01,fixed,13
5024,2025-04-14,2030-01-01,fixed,13
5025,2025-04-14,2030-01-01,fixed,13
5026,2025-04-14,2030-01-01,fixed,13
5027,2025-04-14,2030-01-01,fixed,13
5028,2025-04-14,2030-01-01,fixed,13
5029,2025-04-14,2030-01-01,fixed,13
5030,2025-04-14,2030-01-01,fixed,13
5031,2025-04-14,2030-01-01,fixed,13
5032,2025-04-14,2030-01-01,fixed,13
5033,2025-04-14,2030-01-01,fixed,13
5034,2025-04-14,2030-01-01,fixed,13
5035,2025-04-14,2030-01-01,fixed,13
5036,2025-04-14,2030-01-01,fixed,13
5037,2025-04-14,2030-01-01,fixed,13
